Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad
76,6216.81652856097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.074318882888976,0.0,-1.1016177562424163,-0.019931878658387584,0.4511655831721315,0.21082812197789294,0.02967301246309439,0.49230808619776406,-4.139467947568264,-1.8977141394039498,-1.352755788498221,-1.2824799849792023,0.42055028681911605,0.8720143460915594,-1.1306846081395654,-0.23288780385106134,-2.079100054623681,-1.9141170601232051,0.11594654623259114,-1.24381957223398,-1.2821248130966785,0.2294106193315121,-2.4464501741056455,-1.6140423861257334,0.8919318942849718,-1.760697285868649,-0.229701435093683,-0.5602196159704596,0.4287684710523503,0.12262562044276316,-0.6458512489998401,-0.6009513270271831,-0.002630624954722419,-6.366596170415085E-4,-0.27693861552372667,-0.1833662230315837,20.367715761705135
77,6216.783285347769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0741159122458614,0.0,-1.101081023394366,-0.021374197479991877,0.45064965918903604,0.20899244497517475,0.029420811314055897,0.49420684963827743,-4.1382915802778815,-1.8896038689393444,-1.338584529866072,-1.2785696488783072,0.41777162044567173,0.8729122361436957,-1.1426719631023952,-0.2047768573202121,-2.0486956677234325,-1.9379174894618076,0.08112485102955388,-1.3374114181623107,-1.2739171463348407,0.2397517638639511,-2.469419016019936,-1.5918314217150478,0.8919190077551482,-1.7577849512373158,-0.22797355392788063,-0.5593169304322273,0.43031045043040506,0.12160185240856317,-0.6472305341052744,-0.6061955283305348,-0.0026217171479188846,-6.329565596131026E-4,-0.2768029231542868,-0.18353134400634608,20.397015928111834
78,6216.775427368807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.074832544545107,0.0,-1.101303333816714,-0.021574877996889823,0.45173491903314317,0.20994778875107206,0.03067249371361052,0.4939457184576325,-4.135055862506166,-1.8967918795538525,-1.3400947284555098,-1.2775699053520688,0.41273795485645887,0.8789403256109845,-1.1414023731714311,-0.18405225268626976,-2.0438533772456062,-1.9357598158351765,0.07681372793758422,-1.3515087506181929,-1.2793731086594873,0.2435123571486959,-2.478130016823149,-1.6048483591554,0.8895877537861783,-1.7574195664647498,-0.22824391040911093,-0.5573779673591003,0.4297595364134364,0.12151421124379348,-0.6462847418531343,-0.6062137192444554,-0.0026186618166149835,-6.317985293519148E-4,-0.2770519222912234,-0.18326442749276292,20.393253811564488
79,6216.771019004449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739762479888926,0.0,-1.1017006877851583,-0.022489364091029973,0.4516191955169783,0.21002645480205678,0.03042831062048253,0.493672853171855,-4.133249757254535,-1.8975290279708823,-1.3393337498678013,-1.2769501262591634,0.4122933922214953,0.8783397173763993,-1.1469963334330568,-0.17729080636477168,-2.043851252783611,-1.9263499752552675,0.08002054728904716,-1.3512430600507304,-1.2841752435545724,0.24339859440945863,-2.474021869132354,-1.6184087255921888,0.8900270791184224,-1.7570410934374225,-0.2283217878323643,-0.5579380784791086,0.43021833404659915,0.12097239939624954,-0.6466884113392205,-0.606822679297889,-0.0026233457467286633,-6.327402986066445E-4,-0.27715785939882015,-0.18329862903192515,20.415579740572785
80,6216.767445545161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073805566453083,0.0,-1.1013943805731108,-0.02248534681249941,0.45157214390108535,0.2098601744043299,0.030235310265250292,0.49380439638573825,-4.132049445036097,-1.8973172685509003,-1.3410313293368656,-1.2770694446668447,0.4116869842124895,0.8771201672236705,-1.1485198253405404,-0.17885839471009363,-2.0468870415828286,-1.9116269986357894,0.08421465430945364,-1.3424564418257148,-1.2868928999842661,0.24361858380302737,-2.475471960760425,-1.626987809084051,0.8907533744180666,-1.7571449897626579,-0.2288922351840791,-0.5582109351503953,0.4299578315173574,0.12081114184378837,-0.6469604195599193,-0.6065481582551476,-0.0026221644824085885,-6.325487000255666E-4,-0.2772441571397302,-0.1832977092461842,20.439920976053823
81,6216.766328363562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073681163582498,0.0,-1.1013032700739604,-0.022314908645024837,0.4512884910173199,0.20959263678622195,0.02992708543277815,0.49366584842997474,-4.132667544895395,-1.8965880446469323,-1.3405310986567365,-1.2773831438470395,0.412886442467315,0.8757995122653096,-1.1471803908081937,-0.18579574458020717,-2.049929567883504,-1.9048077064652686,0.08382850922963932,-1.338258828276041,-1.28620892220998,0.24431900235833193,-2.474883008981033,-1.6235505082967117,0.8908487062661837,-1.7572780566211474,-0.22876777860815284,-0.5584137754950657,0.4298938267213896,0.12080591188596845,-0.6469667615328216,-0.6061838250295026,-0.002624261344129141,-6.333202093955443E-4,-0.27706895382386193,-0.18333203735518266,20.456498837680904
82,6216.766131326001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073921145419978,0.0,-1.1012324804850768,-0.02209517783620175,0.4512808560142477,0.20944871068596102,0.02989896451594641,0.49387374650779364,-4.133639495070143,-1.8959298243878828,-1.3408456418280266,-1.2774748001026037,0.4132631475979827,0.8758414716835838,-1.145791586396856,-0.18772113246406055,-2.050675522471972,-1.903878007630663,0.0827275571831457,-1.3367444702266478,-1.2859429001621365,0.2438592285641665,-2.4762197519540714,-1.6207746011026374,0.891012623455994,-1.7573943857057222,-0.2287081950762401,-0.5583966843241036,0.42981059269257205,0.12094761595599643,-0.6470290102003238,-0.6060524231702343,-0.0026222293402601046,-6.328001845859681E-4,-0.277001834493261,-0.18334320527107642,20.458638996245604
83,6216.766070985415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739555636087603,0.0,-1.1012891572291332,-0.02206317561763614,0.4512007436983439,0.2094798181972123,0.029855871805217975,0.4938134896485384,-4.133626565543357,-1.896013783710179,-1.3405326365804275,-1.2775676162043519,0.4133449841505945,0.8757341236955177,-1.145355588318684,-0.18823244556721944,-2.0512498303240743,-1.9040883029929554,0.08187879416851229,-1.3374976871292115,-1.2850601808820847,0.24335390533658438,-2.4752864421852845,-1.6189615549719687,0.8908684931076389,-1.7574327309545115,-0.22865672380154242,-0.5583471727023191,0.42973106475448875,0.12100311610186608,-0.6469471476089463,-0.6059528885171698,-0.0026225358200609493,-6.329144702471943E-4,-0.27688631314458945,-0.18333739307386523,20.464012191400546
84,6216.76602772253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739643067513684,0.0,-1.1013815924855699,-0.022106188122704276,0.45116520254031256,0.20952802485805688,0.0298470095409773,0.4938074476568802,-4.13382482183854,-1.8960524258265268,-1.340354802636985,-1.2774552823514174,0.4133799768163235,0.875904094975484,-1.145429344647804,-0.18778765996409016,-2.051212166310975,-1.9042447835532748,0.08141688750542872,-1.338044254540975,-1.2848375866325916,0.24258869627869153,-2.47614059856787,-1.6189591494484958,0.8908472477209297,-1.7574183076225807,-0.22860334973028118,-0.558357720058689,0.4297417552876397,0.12105013730665037,-0.6469391792203301,-0.6059716913851615,-0.002622507682561935,-6.328627709725183E-4,-0.2768716749741064,-0.1833387371236564,20.468396720891725
85,6216.765971713095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739906023706953,0.0,-1.1014794394856133,-0.022156871242231077,0.45117419889727295,0.20961443029159488,0.029859572601364504,0.49381613130920626,-4.133678037642131,-1.8961402482577852,-1.3403293560377232,-1.2773472645725612,0.41321983315348954,0.876019536407385,-1.1456577977586337,-0.186871046937046,-2.0511625329422887,-1.904312992035819,0.08107227335580021,-1.3389411149097445,-1.284696547261313,0.24165782633051375,-2.4756749262101727,-1.619311971397054,0.8908466301076231,-1.7574379807373137,-0.22862326110376197,-0.5583719651341018,0.42971373405201874,0.12110492450327194,-0.6469307954071601,-0.6059863486560169,-0.0026223249796968246,-6.327991681863997E-4,-0.27681898116676334,-0.18333372999162342,20.480647988136187
86,6216.765931735228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739515445174015,0.0,-1.1014655998357008,-0.02217199245681022,0.45114472130914945,0.2096153460605143,0.02984370678830315,0.4937930097747927,-4.133721180622446,-1.8961631606267186,-1.3403173670384685,-1.277325877586835,0.41324403803070786,0.8760300758559987,-1.1457645765072417,-0.18693790624801104,-2.0510395507699877,-1.9042418035530582,0.08112963453584587,-1.3388396857209133,-1.2847855763689324,0.24165759372649678,-2.476236039843773,-1.619606314803741,0.8908416493918834,-1.7574080442711104,-0.22861604849101652,-0.5583762820025696,0.42972538605228533,0.12109166248287219,-0.6469315204659439,-0.6060023412766247,-0.0026224613904592808,-6.328213165622521E-4,-0.2768297320769467,-0.1833349876361691,20.485704513347336
87,6216.765012886632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0734865022510056,0.0,-1.1013160559908066,-0.022411868528730314,0.4509286553029309,0.20973370885984796,0.029741199508018457,0.49355805491224786,-4.134072111482406,-1.8963755940338334,-1.3403254086280187,-1.276715110168875,0.41336269845053963,0.876224646480001,-1.1474152546913365,-0.1872158620860944,-2.0492182097644664,-1.9032099747735778,0.08177349790055571,-1.3381979001387787,-1.2861593981901434,0.2408328524516009,-2.482832198211123,-1.62426878193998,0.8909098767011365,-1.7570707384797177,-0.22860950476483072,-0.558492692606101,0.42990707696127894,0.12098466735652884,-0.6469848794176017,-0.6062530784170169,-0.0026238829569328946,-6.330443986094239E-4,-0.2766930311703176,-0.18335028452172097,20.66940018538281
88,6216.76407619819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0732260777611913,0.0,-1.1011397150000537,-0.02249860779024305,0.4508055129653063,0.2098160799770629,0.029662546241391342,0.49343131511547667,-4.134170462406229,-1.8964407221538344,-1.3406033911754942,-1.2764646570745286,0.4133025032507545,0.8762492042679779,-1.1482234361146662,-0.18740417143056068,-2.048379243129179,-1.9031358678191779,0.08180379833336791,-1.3381873204640253,-1.2871083543834279,0.24017073967142064,-2.4858588161321595,-1.6265221186081293,0.8909235870238245,-1.7569152623453717,-0.2286733603062303,-0.5585249228053489,0.42993029775081815,0.12093014763925902,-0.6469988786455282,-0.6063521301241834,-0.002623582603522087,-6.328941087009638E-4,-0.2761575802141606,-0.18334634044103973,20.948714197951926
89,6216.7633060904245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0734220948699944,0.0,-1.101098833325751,-0.02238070727519301,0.4509830913618013,0.20978574983494294,0.029781277069554787,0.4935483653917211,-4.134339441197884,-1.8962501384688208,-1.3406679594634234,-1.2765055078747147,0.4132672434428531,0.8761935825785729,-1.1474861403977752,-0.1876182728020015,-2.049746871014759,-1.903826313022107,0.08160950076529137,-1.3383166426509518,-1.2868067800486065,0.24049566078104787,-2.484494902273998,-1.6248378302555997,0.8909280726274752,-1.7570527601095687,-0.2287082635774453,-0.5584732267672079,0.42990329845883185,0.1209818147842107,-0.646983443729362,-0.6062524496722085,-0.002622013406691558,-6.325147054616594E-4,-0.2753099899237692,-0.18333631018120208,21.26358467360171
90,6216.763116433215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073602223856912,0.0,-1.1011595502311526,-0.022278745909060406,0.45105349591177774,0.20971293744303315,0.02980134306475763,0.4936363264557389,-4.134320842793849,-1.896175770677534,-1.340691709732327,-1.2767994969694658,0.41324739822439155,0.8761120365768487,-1.1468159078298354,-0.18757777911087756,-2.0509518132125835,-1.9042098425507958,0.08161087502197767,-1.3382559870031987,-1.2863404413772066,0.24115072082676653,-2.4823218727074363,-1.6229660961157975,0.8908642221033737,-1.7571966962852466,-0.22870205542316163,-0.5584261617568399,0.4298373734553615,0.12099581820488264,-0.6469521584408379,-0.606142736767433,-0.002621014802955332,-6.322886617263271E-4,-0.2750766122914193,-0.1833267946863737,21.318075669734533
91,6216.763003215626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073971481164348,0.0,-1.1013203501976223,-0.022125542519578562,0.4512479337760223,0.20958700875906192,0.029927161938906894,0.4938208355777148,-4.1343622146813805,-1.8960706164428192,-1.3405401434917885,-1.2771414890498085,0.4132485111946587,0.8760495361228021,-1.1456902137317277,-0.18747416274254158,-2.053161686630756,-1.9045041147651625,0.0819910803582086,-1.3379587568718203,-1.285431945267766,0.24240833542427193,-2.4791166609937476,-1.6200760912667322,0.8908155552720683,-1.7574343205999292,-0.228670886428264,-0.5583616321001669,0.42979953640294194,0.1210388505275644,-0.6469165903825532,-0.6059966416948694,-0.002619961753976936,-6.320727380562192E-4,-0.27477294192216767,-0.18331996244024285,21.381003983013805
92,6216.763001198093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739496068212993,0.0,-1.1013372747692458,-0.022133038061868636,0.4512144163256066,0.20958262006361755,0.029884689212555254,0.4938072824123938,-4.134328730902216,-1.8961037005875276,-1.3406117274157334,-1.2771967745429929,0.41323250667993744,0.8760393574193839,-1.1457797791591489,-0.18741686729026247,-2.0531957078216316,-1.9044640257313354,0.0820893623911161,-1.3378693682519547,-1.285519319267263,0.24249193880891956,-2.479163714661367,-1.6201953585599476,0.8907866967443885,-1.7574406016331057,-0.2286736935090923,-0.5583675092982133,0.42978429585538536,0.12101823426096305,-0.6469106692412482,-0.6059991879971596,-0.0026198110760036705,-6.320255517806825E-4,-0.27474945483828384,-0.18331693181604117,21.393991975490604
93,6216.763000897745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739631228161275,0.0,-1.1013466959869556,-0.022135412906195386,0.45122536606012975,0.20958290942897423,0.029902064429872435,0.4938132304034217,-4.134335224489994,-1.896114442549731,-1.3405840407346925,-1.2771760497456668,0.41323263263366766,0.8760482949036845,-1.145780109339096,-0.18741157425226462,-2.05322925747712,-1.9044044345802276,0.08215881505302104,-1.3378343165905988,-1.2855104910428072,0.24251438286452887,-2.4792461595016677,-1.6202483236336336,0.8907965832211139,-1.7574382566064648,-0.22867140100354766,-0.5583673415990599,0.4297971337618725,0.12102133651032419,-0.6469129567883308,-0.6060085425607449,-0.0026199133483021195,-6.320515759885946E-4,-0.2747502479576007,-0.1833184034110414,21.396373409982356
94,6216.763000817441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073961569050596,0.0,-1.1013550922046635,-0.02213855759561513,0.4512219352288725,0.20958288610474546,0.029895852493559156,0.49381241822410593,-4.134330378080438,-1.8961242391844808,-1.340594685065167,-1.2771795212172659,0.4132302020003336,0.8760494596564659,-1.1458059796969928,-0.18739700807244908,-2.0532318991572693,-1.9043813674188024,0.08219748899985385,-1.3378040939306035,-1.2855305837687523,0.24253558954365584,-2.479288504990932,-1.6203007862880296,0.8907925962733325,-1.7574402897187305,-0.22867153519815397,-0.5583696918920354,0.42979729122736227,0.12101743073686119,-0.6469127736573288,-0.6060126634426481,-0.002619909693520269,-6.320487971812215E-4,-0.2747515528088743,-0.18331811295951073,21.397248789669856
95,6216.763000814554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739618359706324,0.0,-1.101355975582559,-0.022138502324340434,0.4512209219345178,0.20958274270547922,0.02989513654347279,0.4938121433354563,-4.134327453883524,-1.8961268226828552,-1.3405973360989458,-1.2771824040032915,0.41322947773577057,0.8760480953897197,-1.1458082424099958,-0.1873951972647995,-2.0532295434194596,-1.9043809885878527,0.08220217052423051,-1.337801286851469,-1.2855349901834587,0.2425394856445954,-2.479290154201317,-1.620305979737447,0.8907921342950905,-1.757440551602494,-0.22867173771477164,-0.5583694081343697,0.429797139894557,0.12101673550210343,-0.6469126270243356,-0.6060134426304876,-0.00261991069659803,-6.320490529660871E-4,-0.27475289900334515,-0.1833180685248464,21.396846914192984
96,6216.76300081444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739621000894406,0.0,-1.1013563827640518,-0.022138531528579433,0.45122137153232533,0.20958281099516415,0.029895099997804157,0.4938124800730643,-4.1343282604547715,-1.8961265844428112,-1.3405970063298733,-1.2771819626478378,0.41322969738202786,0.876048306722547,-1.145808258012872,-0.18739514821078096,-2.053229020346461,-1.9043815782314433,0.08220196287855187,-1.3378004824455818,-1.28553461503524,0.2425394467638462,-2.479290597906269,-1.6203058597495716,0.8907920991965297,-1.7574408592592872,-0.22867169594271566,-0.5583694927320821,0.4297971939468345,0.12101678695833341,-0.6469127348236885,-0.6060136480107772,-0.002619910431454152,-6.320489441298174E-4,-0.27475309594839403,-0.183318069881631,21.396737866967584
97,6216.763000814428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739621596092332,0.0,-1.1013562875577814,-0.022138447607992804,0.4512212698374588,0.20958281501116302,0.029895148937125283,0.4938124110460978,-4.134327912082163,-1.8961268210891316,-1.3405972652706086,-1.2771823251146779,0.4132297180877827,0.8760479924433591,-1.1458080741059105,-0.1873952385364786,-2.053228430525655,-1.9043820896939088,0.08220168588389122,-1.337800849890136,-1.2855349781620617,0.2425394167287747,-2.4792903261296177,-1.6203057292056886,0.8907921317510998,-1.7574408383369944,-0.2286717222350806,-0.5583693882005375,0.4297972013538172,0.1210167633096891,-0.6469127007130446,-0.6060136297189838,-0.002619910529044641,-6.320490103251929E-4,-0.274753160991517,-0.1833180696860063,21.396715684701373
98,6216.763000814425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0739622025423787,0.0,-1.1013563320734563,-0.022138442327856205,0.45122132968448864,0.20958282718566543,0.02989514417066596,0.49381246562810743,-4.134328036592022,-1.8961267969397118,-1.3405972036388072,-1.277182308045008,0.4132297364119614,0.8760479925792648,-1.145808066517962,-0.18739524338369629,-2.0532282694829873,-1.9043822377060193,0.08220159810710309,-1.337800766168431,-1.2855349623729353,0.24253934893642382,-2.4792904021545037,-1.6203057497928395,0.8907921241804415,-1.7574408743077323,-0.22867172120355964,-0.5583693838858412,0.4297972027723392,0.12101677139716556,-0.6469127176771053,-0.606013671426131,-0.0026199104848117216,-6.320489874841933E-4,-0.2747531743034609,-0.18331806957682198,21.396708171881937
99,6216.763000814425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.073962211251381,0.0,-1.1013563375183872,-0.022138438787827813,0.4512213390471308,0.2095828317278161,0.029895144804091563,0.4938124706040288,-4.134328056007146,-1.8961268014530144,-1.3405972096651744,-1.2771823049752176,0.4132297549640297,0.8760479795891927,-1.145808065964411,-0.18739524604205177,-2.0532282137806237,-1.904382285847021,0.08220156147757998,-1.3378007758281485,-1.2855349691336917,0.24253932757904567,-2.479290427126547,-1.6203057589649683,0.8907921248696452,-1.7574408834950115,-0.22867172114955384,-0.5583693820609986,0.4297972067515289,0.12101677198734993,-0.6469127184673684,-0.6060136716427139,-0.0026199104507571864,-6.32048978501931E-4,-0.27475317315734954,-0.18331806949053978,21.396708539201335
std.err,,,,,,,,,,0.08295940430748498,,0.08178252351002369,0.08574003416087717,0.06857811435032259,0.09407040786603041,0.07580157302315611,0.10498903897161628,0.3157720137040052,0.25692129208300263,0.3105123206479564,0.44294273348986674,0.2252902150094685,0.2360609431166594,0.35314982260058947,0.4805430970137842,0.36600627262117813,0.35032080899564605,0.33914165841205557,0.766227523911525,0.27435578588741866,0.2694434230864102,0.5973855055630729,1.015440556869811,0.12580366713537885,0.11097381381040028,0.09811971963640378,0.1629216667052244,0.08497282781096724,0.10519163114268175,0.09550330970688203,0.20756964564508376,4.697506997263952E-4,1.5424557145713604E-4,0.044964140415047156,0.006176071722071446,13.001176487234202
t.test,,,,,,,,,,-24.999724004337608,,-13.466891094200577,-0.2582042216858539,6.579669670445062,2.2279358246887986,0.39438686575751003,4.7034669089363765,-13.09276274205394,-7.380185527170864,-4.317372034925073,-2.8834027706302487,1.834210841987356,3.711109377192723,-3.2445381326449474,-0.38996553525911204,-5.609817009627442,-5.4361095228878895,0.24238119805885203,-1.7459576092996394,-4.685649201731099,0.9001493701379513,-4.1502353238210254,-1.5956677601687586,7.080812071328994,-15.836536775221715,-2.3305378571904667,-3.4272260611675502,5.058054649042243,1.1504410633504007,-6.773720412966499,-2.919567886524776,-5.577235866350268,-4.097679904395659,-6.110495399694196,-29.68198520678046,1.6457517179472694
p.val,,,,,,,,,,0.0,,0.0,0.7962492999405208,4.7149395498991E-11,0.02588479480324679,0.6932954392539727,2.5578056817021633E-6,0.0,1.580957587066223E-13,1.5789789412634647E-5,0.003934040730890986,0.06662270265740422,2.0635291090975727E-4,0.0011764126492916915,0.696562032236971,2.025406642403027E-8,5.4456489317900036E-8,0.808484801863032,0.08081831814779283,2.7907390800496756E-6,0.3680407656556768,3.3213362921946654E-5,0.1105629902759786,1.433075880186152E-12,0.0,0.01977774157445311,6.09781203940063E-4,4.2355506679747634E-7,0.24996225546262707,1.255129333799232E-11,0.0035051704048598697,2.443704283372483E-8,4.173118084338512E-5,9.93223503442664E-10,0.0,0.09981488640613634
