Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
23,16513.01584328076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.874366972754383,0.0,-0.38396737678005527,-0.4368555960681119,1.2504573538571806,-0.29455375245963034,-0.17809504147845806,0.24658166430821454,0.0679797656327782,-2.0395533703137385,-3.2531994825742148,-0.9718562180846632,-0.2858179638546499,-0.06046143617629833,0.8309037891995885,1.7768159599780975,-0.012957135972287169,-1.0332253695195979,-0.8496073115362833,-2.0725284546461245,-0.4407593303147359,-0.7782814580437936,-0.2745546196496912,-0.43999685204645794,0.5767839792788909,-0.3147966126526693,-0.2283820605261541,1.120269605333804,-2.287793202173982,-0.07955416683908546,-0.11559204182999083,0.3592189715718735,-0.1207183998651149,0.6396612300490498,-0.2872882362633675,-0.5184581456951419,-0.006930808815987989,-0.002345857155166337,-0.12327211922136115,-0.07019245303060098,4.540263076826354,2.049790695309397,2.09273322681604,-0.17432646471184765,-0.2695436731123566,6.954780286179287,1.6446429985656241,-0.4944516413322667,-0.8221893056363644
24,16474.6545607886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.8277195560443713,0.0,-0.44956269738986954,-0.6733517339890617,1.123258271377939,-0.1820917656198473,0.053083530398715106,0.1920352002332635,0.11765066348272096,-2.2039404056796084,-3.2909522597032073,-0.9815376890310114,-0.340813095512774,-0.07368221238627734,0.7000784725924794,1.8275269416687716,-0.13632648202429518,-1.3243668281839787,-0.8446308696917033,-1.3053935708305588,-0.19041608584788827,-0.5871212906706714,-0.5649296070221664,-0.4914221932263824,0.6246074408823556,-0.2536187383260162,-0.38086852076576205,1.0293702547768504,-2.2320521498174126,-0.19177394287589733,-0.09843424296778427,0.5027815211000481,-0.17435744694099384,0.6671614140696605,-0.15919570323979362,-0.4691201392231313,-0.0062705368305902495,-0.002094220428450671,-0.1169325987152238,-0.06917200620736391,4.701515723431232,2.1025925088064232,2.1219159074625216,-0.06472999663070082,-0.5149675486753121,7.024984286999923,1.5694327530378533,-0.4402116325530544,-0.8534867364702982
25,16437.919887355052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7034091773973254,0.0,-0.6016085978111567,-0.6825427918395657,1.138932991052968,-0.32750791711410693,0.16170245767550262,0.2838900656297954,0.15418617822485975,-2.1723890066581117,-3.294990065341759,-0.923488616416568,-0.3608913492434495,0.09227981430238058,0.7840224404858828,1.8819638088672657,-0.2075433888258151,-1.5508961875492486,-0.8734141315424603,-0.7697784462237438,-0.05640613224024513,-0.4242142688312257,-0.7980122283741116,-0.4667589837862017,0.6413187623019135,-0.18949956035985188,-0.48898446561103337,1.0778420019499928,-2.25549308814959,-0.13816914739798097,-0.050821338737446355,0.48427128432495364,-0.18964031297530562,0.682390876064159,-0.1679569063783727,-0.3533301239297908,-0.006317950354140077,-0.0021422572016700807,-0.11875856911789859,-0.07167552734320229,4.815191566842238,2.1386600611577093,2.0931714402244257,0.010280026448940605,-0.6201097662751819,7.047048597425149,1.5321303595259441,-0.4065706230614031,-0.8916815716311455
26,16409.435294158015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6853123666334828,0.0,-0.49158535260110325,-0.5585540752685195,1.061076232308269,-0.3138504696658326,0.0159420951177196,0.16900127470511592,0.2467495763845609,-2.258705135494003,-3.2335433460079765,-0.8770050519891972,-0.4322570334852508,0.18402622227146692,0.7540432389871109,1.6569228982477746,-0.22556577066031952,-1.8193356562838294,-1.0277081828091816,-0.474616647451031,0.028406140312977543,-0.22035607754127445,-0.9149835785086574,-0.3555116789488564,0.647286605837329,-0.1498474284577292,-0.5514352630480308,1.3104428614209649,-2.260211062109145,-0.022522605864451636,0.040575805825096393,0.2796951103108618,-0.33101127737830904,0.8063588532591246,-0.29631446023352387,-0.2679499435026439,-0.006057788414293319,-0.002050910737753578,-0.1138669883867181,-0.07369342177755248,4.931781454973998,2.173564213267934,2.0229419141303797,0.06849304341928591,-0.6073884265954683,7.019337061159466,1.514513904045272,-0.3994623665973922,-0.8928387016888236
27,16356.960697687895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.72911213486411,0.0,-0.4050770399672226,-0.4178265207333475,1.1511392914289884,-0.33653211583968906,-0.18565638324726197,0.22372138469987649,0.0623334871718112,-2.2656760114819705,-3.039985477831864,-0.8047880318924632,-0.38088285091048024,0.19103985384555686,0.89036922646922,1.3292654898572454,-0.3361848342005475,-2.387384485845537,-1.4373862380058455,-0.5586023590495574,0.28553336488319275,0.15267753114913468,-0.7368311668609154,-0.12042773829524744,0.6266956426740735,-0.21780248913716774,-0.4927387611878777,1.6422468573482893,-2.21903106714714,-0.15217868268348694,0.049470200061082735,0.402040413073143,-0.6297434874476009,0.5367939204115497,-0.1715116320900745,-0.3407300335835601,-0.006008043755448867,-0.0020327443754886076,-0.11439718016194862,-0.08078105344895022,5.1469005185484935,2.234140674100411,1.8567627904419242,0.0967258735345988,-0.4316267211730437,6.896005349061228,1.4507276990517097,-0.37140601149131214,-0.8494477274447013
28,16275.86628198167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5757491703172124,0.0,-0.4955911688527193,-0.5264335566961074,1.059079003484755,-0.3603696506733104,0.0012834834031869302,0.12125493908997052,0.08185073497494696,-2.2523785681474564,-2.725739400325033,-0.7739304197971077,-0.22490625161205172,0.15154360571922315,0.9263919851087884,1.10647320934402,-0.6114892657377464,-2.9671687726365485,-1.8880755288753837,-0.8620790063219667,0.4497688220899353,0.40049506055316186,-0.24611698608536126,-0.05066037506364174,0.4073692460481957,-0.24198518239775446,-0.3197969579387846,1.6891778373607982,-2.3370530911058225,-0.11906568077486564,-0.00891882896334157,0.35935806548827465,-0.49346303659584745,0.4248068172253573,-0.4516659507888675,-0.5181337017543567,-0.005779419585179424,-0.0019474338022709512,-0.10501777253647702,-0.08431082531293296,5.37609117198015,2.29827771123602,1.7196490894468939,0.01641852645546857,-0.13553172678387482,6.737788729028501,1.4676224915074967,-0.4508581926357919,-0.8428473924949929
29,16211.612322154142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.658502573285618,0.0,-0.40016161383478704,-0.37054530872384106,1.012793695209243,-0.3539439759662179,0.033758060296819624,0.1908514806909566,0.21271622032608659,-2.2300335567298126,-2.4289971186392805,-0.7888451754570133,-0.17493208127220436,0.20230969249583863,0.821904295865715,1.2873991836771999,-0.9564986351904006,-3.299863118402094,-1.9506151083400107,-0.9006002591623722,0.2717375624603091,0.2014384134391518,0.17753791723998757,-0.07996426422948737,0.2807380589004079,-0.2536994455189321,-0.14460086866777616,1.5717657964609946,-2.4149296344518465,-0.01664624197286571,0.09286894947481969,0.3517894872222906,-0.50719419339819,0.514922965015343,-0.2941901841545797,-0.6200083031785215,-0.0056202319291640546,-0.0018828659515277661,-0.10879239533872967,-0.08588722764067741,5.5304220692661525,2.343331886869718,1.6417835769441658,-0.17309268974273795,0.2897898209470441,6.62196051101234,1.5552951311204612,-0.5973416998526236,-0.7958328749677955
30,16184.37573645599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7160409111162964,0.0,-0.3347668118329513,-0.35707568319521044,1.1075680081778083,-0.3438804687746779,0.28708369311277954,0.1370611121502451,-0.006609692384726917,-2.191631271260921,-2.2710450952779238,-0.7473657766188053,-0.21787090856738692,0.34789735445548764,0.7280286138877315,1.291379950985955,-0.8663914545170318,-3.4084324130923487,-1.8368212656090794,-0.9759532305974598,-0.03734003537677649,-0.16622040920562337,0.49770330633072757,-0.21065763344934652,0.4244053478195306,-0.2490483319304388,-0.09909687015445781,1.5860397165081104,-2.27462012420108,-0.04527591302940645,0.10328998203677137,0.42045988610375057,-0.5581411120623918,0.682471041138838,-0.35496495020027075,-0.3629497997775618,-0.005653213092487055,-0.0019169757250901943,-0.1133183425643976,-0.08870747418207803,5.648057597255062,2.375332419828548,1.6798141582841473,-0.3373835495732527,0.48857878611706984,6.542646657230208,1.6136964914725742,-0.6847825995109845,-0.7322563836411881
31,16163.324819770702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5703566849145152,0.0,-0.49426592623393256,-0.48380772020450513,1.0646475409662781,-0.38946634369712846,0.21336542416170978,0.16519217515212944,0.14916632221660747,-2.2287452173496383,-2.2331393673270545,-0.7570234747468777,-0.26265773706496753,0.4246335845435078,0.6120886618186221,1.3326713369242178,-0.7116113450969064,-3.398494699935071,-1.6920026881684962,-1.1666650035262622,-0.26759687725153236,-0.45910901889887934,0.6713580067138605,-0.3299257174593724,0.6581292312343018,-0.2808283879313434,-0.1299879443333393,1.6292220873392136,-2.0947790194154687,-0.11456619156274979,0.05508114029176447,0.37212608231221556,-0.5927675878396423,0.7177686194835315,-0.2617779792382882,-0.17029352916824614,-0.0055076272613282596,-0.0018700406116554935,-0.11135875979129749,-0.0898722573267683,5.74506039386197,2.3996537918288854,1.719986946794215,-0.39789105359131205,0.5148511845304655,6.4901884982655895,1.6336703807177388,-0.7232978122042192,-0.7005308208142276
32,16136.022191290707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5331857640331195,0.0,-0.4655102223468088,-0.44381360090413025,0.985071177616974,-0.395408461741619,0.3105318890086245,0.15090065744484352,0.2026976968128381,-2.29066418396788,-2.3848919066508816,-0.988899690558165,-0.19249251395643419,0.3436361699388082,0.6003184788912866,1.6710077302483084,-0.6349123602309638,-3.119873290928301,-1.2512486186614145,-1.5891124863757,-0.4480293842713085,-0.6815943165245262,0.2843768313087927,-0.41654602848798233,0.7107140926577562,-0.14709626211101207,-0.18983401899131166,1.77339382837317,-1.9337676885848707,-0.14913753822644382,0.03824541744367941,0.30578403337673743,-0.6374268214955536,0.6959635206402485,-0.3753678105544139,-0.2225707634160479,-0.005393076254783788,-0.0018043354991621418,-0.1135540742974409,-0.09212039124167413,5.920724524415953,2.4429424217993545,1.5854157733676357,-0.2653890360419071,0.48390340205397664,6.447035770926268,1.5811182060184963,-0.6891061955314534,-0.6646154758915487
33,16097.978162353567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5255174064107437,0.0,-0.5259250733024683,-0.44008193937583073,1.0523798061254936,-0.4169574458455822,0.38477057781589136,0.18112372004893545,0.2200302204166732,-2.3031389257755066,-2.5395991373077496,-0.9516882051613049,-0.32126953742111825,0.4735313963437412,0.5532343598988337,1.5644509922892436,-0.6346530967928514,-2.343454747672599,-0.7083560697236909,-2.0804859835386944,-0.6448649059156485,-0.7646072679141805,-0.17549875558072148,-0.5903149055037747,0.4292576448875991,-0.28880910477682764,-0.23807298291486945,1.7203223487276809,-2.1629676851348854,-0.07353410549502261,0.05095157941720923,0.32872293465976443,-0.7585506070909339,0.9664565826844392,-0.23435347211233518,-0.4896703931831359,-0.005390793952888454,-0.0018085244175685676,-0.11165799837554936,-0.09292703035996148,6.219186116776966,2.515816310693325,1.6733999520334015,-0.17914526994292884,0.10928334560193331,6.4261057252546605,1.4591571364661142,-0.5951570764537716,-0.7020135880263664
34,16060.550672631865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6223473096477024,0.0,-0.4949182220737525,-0.35078898326352925,1.1438793726087422,-0.3336859272317909,0.2594902867019159,0.11217691070671439,0.3073496660900208,-2.3228513688040913,-2.67636368799898,-0.8827299114456574,-0.3580775837910925,0.49704434982091444,0.5200722800031936,1.5796401399852007,-0.8783435795711938,-1.6452160229623631,-0.4757214286676834,-2.162466727967791,-0.6667906014572461,-0.8283415036778916,-0.28510337737420854,-0.7297821723027864,0.2794646702141278,-0.488799409752552,-0.33764557398910866,1.7184686876094055,-2.391339871452817,-0.07307823350862205,0.04341310886738443,0.37117338475336686,-0.7292101817142308,0.7052095875938393,-0.39616838718398695,-0.327209098549754,-0.005302333941917523,-0.0017721557518496104,-0.11089838674415806,-0.09325783261278572,6.463873238831695,2.578494243425711,1.807862476623403,-0.20574620750822628,-0.1238404903140142,6.441351222085858,1.36791835226092,-0.5186257664621372,-0.7467483201794447
35,16011.1964215002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4893258888796956,0.0,-0.5253001477578044,-0.34503045312405517,1.0921983931094061,-0.3782677933167648,0.24367814274202074,0.03642905380120852,0.2488032281237978,-2.3514380447841012,-2.9266149981157814,-0.9412963478982259,-0.1418031243532725,0.33033639651244173,0.6476115597759706,1.5342999521038145,-1.13131768369484,-0.9045377765297158,-0.5708249130181107,-1.960334515762348,-0.5262776717325759,-0.8859763848065192,-0.20508865742985838,-0.7020039616966696,0.20930839933037482,-0.6303783178908217,-0.4638392083705483,1.85470815589832,-2.467503082455552,-0.1575514714764123,-0.06919669656037855,0.3115175917668814,-0.8453064911483621,0.8001693879818594,-0.3564660847654429,-0.2524036899433991,-0.005230241429108736,-0.0017195765970754121,-0.11039862210841722,-0.09216890532250595,6.74838934617084,2.658864253647741,1.807967860902243,-0.29118443687527595,-0.02050920580157123,6.496265471272575,1.406875611006945,-0.5757363351895755,-0.7193212725776407
36,15954.52504011556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5660081424033507,0.0,-0.5292858453331822,-0.265686554071991,1.112089906564745,-0.36626910642179317,0.46283318217829633,0.13693325922896113,0.4541846737357586,-2.5358744044563233,-3.294460540681129,-0.9131799108029429,-0.3819999100938988,0.4868897398941694,0.725109132671844,1.569194667103461,-1.104941659590359,-0.24906489529978315,-1.0838012085654194,-1.6106792522825757,-0.5205709876524821,-0.6185753486041614,0.1121113294376766,-0.5723549505662265,0.2922082496123888,-0.45610005159421485,-0.6103341538738534,1.861134997522333,-2.2011283226053004,-0.16790355913333144,-0.14872214036060274,0.3305753082106206,-0.8406484997682077,0.7045114234222837,-0.3937260651783846,-0.5690528680146782,-0.005176065535129176,-0.0016600434940051605,-0.10871510758670817,-0.09075021115245725,7.178163473499039,2.7824527365677656,1.683979079264606,-0.3356774938214512,0.1954385751009644,6.606680532958143,1.4355663302474293,-0.6264834221473427,-0.6295691366201371
37,15918.412359182006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4468505219036678,0.0,-0.53444761940187,-0.2774851002382546,1.0951838151791775,-0.3629892664118052,0.31625162562715836,0.014584335775413293,0.26148966928780515,-2.71692937642408,-3.4496986855041674,-0.9605283217800406,-0.47108486235022706,0.7521237113291623,0.6246510091314127,1.8292994813958505,-1.0689842481492435,-0.2749929402763965,-1.4743219777617,-1.5416476469202929,-0.4220029099366422,-0.4041353650651607,0.2272181311845334,-0.4254639724746956,0.30256793850466507,-0.3151927892399743,-0.57288869599855,1.646386052152496,-2.1235041367414724,-0.09547313664820434,-0.08780596766167895,0.38101894376795475,-0.7867216575387632,0.7680591674531858,-0.34660067203915135,-0.5203500670841694,-0.0050220939528387645,-0.0015726950950394462,-0.10341153760762545,-0.0891148973034815,7.464008173076229,2.864677653150146,1.6152951981970343,-0.34869462499965986,0.2763764959106071,6.687655129298714,1.3723148155982923,-0.5783805114261145,-0.639529511661352
38,15876.378687661581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6000727583979175,0.0,-0.5077568971944841,-0.13329620621157717,1.1274062580363484,-0.31311739022408513,0.5026953620314049,0.12420561886086542,0.5301739904860739,-2.8416446533903463,-3.391103320132037,-0.9632460400401283,-0.1881486397911798,0.8570349001220855,0.5175649566671823,1.8170105011171522,-0.8340617780082338,-1.007552305688363,-1.88642685303624,-1.5165701209602669,-0.12740868886168583,-0.30103259162542645,0.18040597742184297,-0.21359051988330005,0.27719434779563656,-0.28072701095635677,-0.27394128641037824,1.421262520335195,-2.165438421235868,-0.11070504585134716,-0.07642583072461144,0.3995897444286496,-0.7076213181628024,0.8845031809457318,-0.1967485422759558,-0.10904158868806413,-0.004974992646107968,-0.0015134101147488384,-0.09930501872965242,-0.08719032381649386,7.902656832312008,2.9897389279616378,1.5233419882057249,-0.31328900891543077,0.28334347226372814,6.806844030420647,1.3230554015731073,-0.5350566301439913,-0.6364379508162347
39,15850.00840803989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5101168487100392,0.0,-0.5580585987572306,-0.17179848880427326,1.0938398784759815,-0.3093746730949172,0.4939893505723525,0.08213115326476954,0.5018503803990926,-2.8026752139364017,-3.1465181515182024,-0.6103134908044634,-0.28542684696050297,0.5788637384835693,0.6175463871375756,1.835327974090061,-1.0468154207301985,-1.7496048824018486,-1.9168802109709249,-1.4056956274115127,-0.3263130061918988,-0.22975364624241507,0.13367324712735884,-0.2307963949527636,0.344143762953391,-0.2238231739023464,-0.030627276493091965,1.5658392614181675,-2.15120016030478,-0.17069508417223767,-0.17324240793885648,0.33483853596677665,-0.7867659386014753,0.873189536628462,-0.2263147992829594,-0.15734677595689123,-0.004887152605597149,-0.0014511540715118753,-0.09760669321064998,-0.08577062918814218,8.185209241124301,3.0695112324986056,1.563693217836884,-0.3421831111718092,0.22038453153724735,6.8709958080999085,1.296495788598802,-0.5053932347892646,-0.6340268166333738
40,15836.311480709122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.440879554213254,0.0,-0.5951416922005999,-0.19594635080113598,1.0973255653177076,-0.3191424359203778,0.43386012442626,0.04163339486086194,0.4354828918576022,-2.7661807535349068,-2.9520372613646186,-0.7716240290838267,-0.2518832042310125,0.7530434439352599,0.6096556250348993,1.593006821007355,-1.3088330270589583,-2.190581453491587,-1.8392620126502932,-1.3037990459516826,-0.3501093056278738,-0.3619905468952821,0.09807465107602523,-0.3158840694808455,0.45789180557573683,-0.1797444415802339,-0.003937955646498327,1.6777633260755949,-2.1343262487615298,-0.21363641434379377,-0.2644609471321621,0.3156378516351531,-0.8044628625255187,0.7516416683178279,-0.29431673166776157,-0.3908523427068305,-0.004790256815179866,-0.0014011147000069037,-0.09826289650410247,-0.0844631753843443,8.361064609137975,3.119269797587476,1.5920679422224888,-0.3738197903574102,0.21152173256810244,6.8873057336996215,1.303845830272005,-0.5131413851040516,-0.6219337035273345
41,15826.26161330622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4311965093486585,0.0,-0.5735476049091455,-0.18338660688996647,1.073789418096636,-0.3193163419665654,0.48147476084421303,0.053631966897644906,0.4038506214361156,-2.4809465365210532,-2.7508396020730355,-1.047038176424368,-0.7794410935140376,0.6189533162155918,0.695591033357925,1.5059397947598563,-1.5469988119341176,-2.554152689688345,-1.8135827442401795,-1.4645839063000965,-0.06255557706460174,-0.4286215700923136,0.13508660800881755,-0.3682484327757039,0.4348560910601844,-0.3369513829086295,-0.7908716866675054,1.6510841646445644,-2.130628886223046,-0.20993751377901795,-0.3068120660630523,0.270549438575033,-0.7760709977673854,0.8267637816543405,-0.2589135343525344,-0.3228440566063138,-0.004657497100925677,-0.001343146070135279,-0.09434754617152441,-0.08324680276452412,8.727468335926204,3.2226988784324857,1.5353095729929367,-0.4167690229142179,0.3453142097783336,6.774929762309979,1.3261803478281455,-0.5408914220637376,-0.5945290408764149
42,15800.38108053496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.439040709210928,0.0,-0.5478766821916523,-0.10850467572950168,1.0644262334416272,-0.3183084716420369,0.4227616106711899,0.08071009947741982,0.25408371014224285,-2.1493422308189984,-2.967504132638595,-1.0261000067689492,-0.2448871266967625,0.4361578672229425,0.18728642864555467,1.4399985529827113,-1.4481861196870498,-3.0059730081808844,-1.827405056236691,-1.4816766306532474,-0.5667418110624562,-0.12931605589944767,0.4108769966626635,-0.30504406031857784,-0.02252420846991371,-0.49865220581553593,-2.5347560221006704,1.6492075657436025,-2.290237062257715,-0.32465456528489467,-0.3297715271625801,0.23459312328332754,-0.7261502225778413,0.7468157397545478,-0.19305917937164974,-0.43663491856401904,-0.004098917815506044,-0.0011628361575659356,-0.08450965156130673,-0.0807797354320902,9.746403723965559,3.500519295510713,1.5228629229841886,-0.5659155085882588,0.49722382890717576,6.364722181733479,1.3130607028988912,-0.5432315180578375,-0.5662523815124524
43,15768.368336933429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3999360337208329,0.0,-0.49063383795215004,-0.1040184902000863,1.036759713931848,-0.36199622939823334,0.36216889200319596,0.08578300848346752,0.16651963522372426,-2.2878839482584135,-3.180342375742659,-0.5150519761250549,-0.08312131775866965,0.45159295094750457,-0.00793366324471842,1.460732767571059,-1.333919790817579,-2.999311730064499,-1.9051929088608988,-1.476600980352518,-0.22997418371299416,-0.5260521419611296,0.44800533639266665,-0.27161202750013547,-0.28765412156159964,-0.4777271604251484,-2.869655081269486,1.682163636461382,-2.2271804822668555,-0.2546184455666267,-0.3752413585350475,0.1952239602724789,-0.7287666196520006,0.6390622076648645,-0.2123968367430577,-0.5957578997126769,-0.003679917300929116,-0.0010246503240707882,-0.080594284236118,-0.07952815965347118,10.367114600525747,3.664359829170581,1.4874605181383935,-0.6295085143380105,0.5963407942697733,6.1015928081588875,1.3129325826061862,-0.5519921753468162,-0.522395037125845
44,15687.210634419407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3521532712016333,0.0,-0.45484773338660195,-0.08213165295987437,0.9202907852044644,-0.34979451056389627,0.26605514279551357,0.12458728247101848,0.05834872646606676,-3.6776639674281006,-3.2640437469866264,-0.6981815573592144,-0.046371015467060996,0.3999395345299595,0.947314929055368,1.316577369001985,-1.2158219896885905,-1.9202271085742566,-2.264299318165875,-1.24575156545385,-0.25598108977686185,-0.38364112970004105,0.3128033561538264,-0.17753604118516636,-0.3387010100272157,-0.7392145977143725,-1.5674937703290581,1.3826234620475848,-1.9989873535795848,-0.3723091738459988,-0.4417449365508356,0.12171512896703159,-0.4463736000406635,0.6048406166269802,-0.12154110214168211,-0.135748951276356,-0.0018779707186237947,-2.7581614806640085E-4,-0.06490829557445862,-0.07339080953431544,12.552295644778049,4.216136004956243,1.5097577805571973,-0.8522635419015917,0.7164170220018945,5.183414374661466,1.3207569949714042,-0.6105673709065805,-0.3773615950561089
45,15652.105669788885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3724846120560217,0.0,-0.4567478579231813,-0.07765458694656055,0.9475391529741733,-0.3475978469720875,0.30363467593774984,0.15291592866741768,0.025278089539644957,-3.4231015516611243,-2.7319115436498267,-0.8694984824675959,-0.07033970874673921,0.279774169185919,0.5771888115990618,1.5748439651806247,-0.9525034365087136,-1.2663820807173014,-2.6551657632818877,-1.1604331694735692,-0.06139394071182841,-0.26015229500970194,0.23068146950305574,-0.1924597124300593,0.15856899462532847,-0.5209992352254291,-0.9572555555284694,1.5764799309862183,-2.4237683080488557,-0.4686925882129817,-0.5658284686982663,0.05035612681212512,-0.5340731607204071,0.6568823942549147,-0.11420930802500356,-0.1538952124767629,-0.0016216628848768418,-2.457549650747044E-4,-0.058519552272861645,-0.07242366524648967,13.130285646378574,4.352764923514755,1.560588798427158,-0.9038613334733556,0.6350525637327732,4.995283879935838,1.252315953770561,-0.5393462108822946,-0.423743486734293
46,15647.021519045664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.478006263882084,0.0,-0.40256756958629947,-0.02008130239426118,0.9844315231691478,-0.3343617800158128,0.3784476295270275,0.15720208258278365,0.060529012033511825,-2.939857673735478,-3.0478587923821534,-0.6090050372227436,0.07113032229165449,0.19579272692264318,0.3494314733606644,1.3306169315942618,-1.4838131336082467,-0.9865682560709765,-2.9552139996114573,-1.4044654039326,-0.07714239433321578,-0.22118283373927744,-0.023452381781659537,0.01995136139427872,1.1164131087491256,-0.34151772184334817,-0.6960660701683319,1.2655764737842858,-2.3883755812874097,-0.32385530961129927,-0.41078982385367624,0.08993910341624088,-0.3844719002794379,0.8518410107316914,-0.07767821501401448,-0.08448106717407246,-0.0017055420099158192,-3.1844907933915997E-4,-0.056949486457544635,-0.07276542737762226,13.257033120950046,4.349943564537472,1.541803225636505,-0.825953088325351,0.4779601209866091,5.127300272445587,1.2188727932472037,-0.5154607329630069,-0.40969146470494583
