Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
47,15593.04830634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.482068693004918,0.0,-0.48060115528550684,-0.1280196828592508,1.028246765276651,-0.3304031504203908,0.26113825025817444,0.1623321527988422,0.1416678438550797,-2.2922065054340015,-3.3694151923888915,-0.801631434668373,-0.2159029351985563,0.0967250911570207,0.17809730499907864,1.0176088770800298,-1.3605659441340783,-0.8561140308261882,-3.069378916723041,-1.3757714495870452,-0.15434360202829478,-0.3648075330534477,-0.08209380196659387,0.036382321975778745,0.672118177629635,0.12244769858175564,-0.2405490472928219,1.2842534892799595,-2.2206496325821248,-0.3075913306056885,-0.3526821579153531,0.13116802400199312,-0.46436412248305037,0.7642369254708149,-0.03722296100273342,0.12479530183646827,-0.001928743906220149,-4.6379270661204506E-4,-0.06057840105822921,-0.07352166590690667,13.110893553943368,4.226099194105379,1.6638848996099604,-0.8668712330240689,0.3286268105508796,5.73388597295819,1.227986082507615,-0.5197210994265057,-0.36719490856768944
48,15519.02740090824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4642288939534396,0.0,-0.5176943566237503,-0.21027632661900297,1.01773181088037,-0.34608968799901,0.3334212341042532,0.07699944625938797,0.18656411225374492,-2.192795887002003,-3.1392293102636564,-0.7002813119125286,-0.4156287826475408,0.4062495098167838,0.025700790570343024,1.1792244521358188,-0.7832573605126568,-0.7575408050887608,-2.860392146443598,-1.2356490437568262,-0.11318923948887169,-0.32467755803187703,-0.1405546596359309,0.18276346000797983,0.61266046618416,-1.0173549092136493,0.06796437842897368,1.5007822390282417,-2.1694949780058614,-0.3235253458314202,-0.39547474223544077,0.15801107096237021,-0.4890357775204003,0.7546028261364708,-0.2710216739236288,-0.1272448205593491,-0.0023729730965626095,-6.731895968336422E-4,-0.07118447922166346,-0.07594552374185119,12.823481152008915,4.023502018354634,1.473444168378752,-0.7575660707047919,0.46769119121219355,6.768705516738866,1.177381147168603,-0.4537804096110435,-0.3530970928279421
49,15484.070355658723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.518977029898206,0.0,-0.5357567872543563,-0.23020786331109622,1.0897906607877437,-0.3374996978243573,0.33306799396298126,0.09301370326638606,0.2143361997931902,-2.8044791754628253,-2.1272955421965682,-0.38763455699266014,-0.10177427805105016,0.5427397228405704,0.3769265561471553,1.2013357739820143,-0.6206138006843878,-0.5293088590041803,-2.8367937152032563,-1.3833579773040794,-0.003057306539074031,-0.23591622375720675,-0.17729239811321648,-0.016313918760867463,0.667302819589752,-0.7282099100889896,-0.3914927866083922,1.484458182736338,-2.1109424612098313,-0.22717828833087633,-0.2921599065160865,0.19418020428869612,-0.5607199223308981,0.7844801635243837,-0.2318685601117921,-0.13368453462850932,-0.0025338069225556608,-7.219609264256362E-4,-0.07066201559762038,-0.07567329490232516,12.711247417882882,3.9339568284007758,1.5117457169487614,-0.7644212669153871,0.4172240257558908,7.287753604066059,1.1867653487587833,-0.45609218609812613,-0.33398859503633754
50,15469.371582199617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.535041966667285,0.0,-0.5760688120861069,-0.2872651053656815,1.112581717021389,-0.28667304638460567,0.3250282962242053,0.08023033297033655,0.2364907253343889,-2.770467793300798,-1.8803584670831628,-0.4896802454176429,-0.15504648441023927,0.48678249546634766,0.4026658598469436,1.2192450913615709,-0.581612148121565,-0.6269023942474641,-3.0395915091682877,-1.367959366757225,-0.20634068158717733,-0.5831511920343933,-0.27617792553663123,0.4072326004134237,0.5573838436225759,-0.7231819967624836,-0.6031316013125335,1.4683541450708597,-2.0872170974941864,-0.24456679935118075,-0.3133781729826503,0.24484733426659142,-0.534681454650333,0.7540769882466364,-0.26682704671561674,-0.24268984687781206,-0.002497432592970505,-6.943164103829623E-4,-0.0639429921756362,-0.07605906966161374,12.963811043275404,3.980420122705133,1.5074642447704052,-0.6942788848903725,0.24936331104192513,7.534037843849239,1.110026639147276,-0.38443342529555635,-0.33142898580976354
51,15444.881133339299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5258064240855023,0.0,-0.5509482151835395,-0.2732746845779683,1.1044417336082395,-0.337283169209339,0.33804606153734956,0.09288730219813941,0.30271292232860053,-2.558428179062508,-1.8989842154713297,-0.5526505161735462,-0.1720824256798691,0.5063287559493083,0.17001927743432843,1.2298102683723768,-0.5202744731493204,-0.9707963304191517,-2.8536121360856868,-1.4899133552402222,-0.0649782644008901,-0.35590063479547607,-0.23572745070048362,-0.12184571346475581,0.4946863315911397,-0.6324059290415738,-0.7980137639186234,1.5827110958801662,-1.906834525975535,-0.18206514196499474,-0.21872609340765323,0.274691208298121,-0.7088286948395233,0.7263586558716539,-0.259814440075642,-0.3094732931897157,-0.002292442432868998,-6.053176901265622E-4,-0.061042116955607205,-0.07583643672958217,13.576333452284599,4.111615102813787,1.4446006329955097,-0.7375250590292761,0.35506029468575473,8.076783262716626,1.127585971048284,-0.4165524499386708,-0.24588687917129132
52,15440.19608698573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5054982226656066,0.0,-0.5356597542368524,-0.2200441571827729,1.0648732381597117,-0.3580107174814617,0.3358350655508826,0.09493177334334449,0.28728043242875634,-2.698923736938021,-2.1162669611361973,-0.6060471179397906,-0.2060760841462235,0.43202957934479913,0.34499534258175524,1.2279624881117273,-0.4787942811759493,-0.3387753520220914,-2.805104006033334,-1.6129569685896599,-0.18639029629401382,-0.5230032686292156,-0.36781893112914865,-0.12348031376517339,0.3666648634763391,-0.6710348270758971,-0.7999627256931566,1.494459114972115,-1.7753506161560433,-0.1920974646415285,-0.1904185349427535,0.29078773617293796,-0.6463551970493332,0.6808506678708502,-0.24358262022847954,-0.2926295766601965,-0.0021722039873698887,-5.352206515871372E-4,-0.053735502143432645,-0.07650344429460613,14.277020222763667,4.317461312126231,1.3908819316411534,-0.7001868325610012,0.3112480287373272,8.065639868932173,1.1104944240621555,-0.42484230969739445,-0.1718471852275074
53,15435.686632885432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.481288212605825,0.0,-0.5340246256172905,-0.20503008542823228,1.0465869385085766,-0.36875405006015377,0.33380848726567,0.07941570988826181,0.25720503707239833,-2.619943632784146,-1.9693126869363542,-0.5556103357608498,-0.1996147764993712,0.418387263402775,0.3343965393740502,1.1576820654212525,-0.5756032976524824,-0.8404072997660911,-2.6910750343014938,-1.6597262077450983,-0.2310974274959324,-0.5266243488575582,-0.39923155236488717,-0.15225319837520127,0.4125937788736907,-0.685771479279416,-0.944971400484377,1.4648507095578174,-1.7812515279921017,-0.20021685837001513,-0.1948372767186724,0.26680125791510567,-0.6047331589142054,0.6718861948562614,-0.24268621318147157,-0.2856273074761769,-0.002176389247814252,-5.527834296739645E-4,-0.0578991123816438,-0.07632972985763117,14.370416776216434,4.347013067506547,1.3869618003877142,-0.7018037490463536,0.316212937393758,8.175489397361565,1.1092707298316236,-0.42942193821860514,-0.16371286096742366
54,15434.157441028057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4958004986781122,0.0,-0.5350921375726162,-0.23183642442761102,1.057879358068652,-0.3497023597729164,0.33367913811306954,0.08467691796676047,0.2666231671710066,-2.6178992949092073,-1.9813003941641425,-0.5646803545241703,-0.17273312351556236,0.4601920300801404,0.28398161162950386,1.1945161353604619,-0.5648479306228875,-0.7399430710339698,-2.6557944006599272,-1.6878477142144657,-0.22123411323087402,-0.5419174495336276,-0.42316538025621514,-0.1707783341634117,0.44930060737238864,-0.681377285852755,-0.9634960446678882,1.4859585558340838,-1.8041197879955413,-0.19546240634585685,-0.1999916000143774,0.26817601684018555,-0.6264910837521167,0.6973282435689966,-0.2399792772337164,-0.26993562477688327,-0.0022475911709248335,-5.741843075447886E-4,-0.059534297532099816,-0.07656799144035593,14.48590740902566,4.359719399665381,1.3797153509023117,-0.6776648717255097,0.28229576841869053,8.552039228682562,1.0927431791785285,-0.4164257414982715,-0.15175853860841393
55,15432.87579840782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4995312086675987,0.0,-0.5317252391575208,-0.231713337036839,1.0598634935216418,-0.3504985117146967,0.335812268295777,0.08846213439778809,0.2696546634883594,-2.6282927562289196,-1.9973210213701278,-0.5699328567077581,-0.18153937194183745,0.45176087695048467,0.29383038223493313,1.2074166771777506,-0.5347410346494407,-0.6750004224043895,-2.6206542480427015,-1.725923303245269,-0.2378910395349181,-0.5801100124210178,-0.4627204587431776,-0.20135416799123346,0.46269885726013044,-0.6822580530025829,-0.9786488761264676,1.4886547303520719,-1.7762762370862872,-0.19537230029672276,-0.2034248725367463,0.2707140754349094,-0.6311469857288418,0.7016108527617108,-0.23726217804342617,-0.2739481954059772,-0.0022432859733672594,-5.727005388427561E-4,-0.05896054438959089,-0.07667926829805598,14.939177157874697,4.478381300804349,1.3525127432208308,-0.6473300475785385,0.2488500078635711,8.874356741750148,1.07490150561716,-0.4069010581490249,-0.11209757220886687
56,15429.49786168165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5002649617235218,0.0,-0.5301084617116831,-0.2283679587615084,1.0601118352011616,-0.3540241997438973,0.33801635143923103,0.09169429423176982,0.2720041088494558,-2.6465027647831287,-2.0169955172650225,-0.5816032682435076,-0.1988752784749526,0.4476163870694969,0.31074009156756516,1.2174169321190242,-0.541019893221819,-0.6097807031383539,-2.5172724779741906,-1.8203691078086337,-0.29368304116626714,-0.6881139440097686,-0.5710831332785853,-0.27269086240637264,0.49252325142273773,-0.6971627028407206,-1.0390469802252331,1.4763881471798126,-1.6742685224984832,-0.19554777275239985,-0.20633743963662682,0.27444289687067924,-0.6292319794318505,0.7003123032378242,-0.2353072972386524,-0.2734976041906617,-0.0022256562962197613,-5.654887812560017E-4,-0.058113180955982884,-0.07686000980630461,16.54159970208183,4.904532512436208,1.2647561128379194,-0.5573017901023567,0.15406154195008664,9.880947519464783,1.0186408777888425,-0.3800026996141539,0.02260917038581059
57,15428.485532023207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4987801718126457,0.0,-0.5304936197925527,-0.2253539402031621,1.0591761961452695,-0.3577897142084321,0.33964292480806335,0.09141489397314566,0.2709967214590577,-2.652966807774543,-2.0452981617508263,-0.5827836207421987,-0.19557505462705538,0.4384730172779274,0.31632015251894174,1.2195432097475012,-0.518064119416759,-0.6593391100009944,-2.493604752754114,-1.8463500118255693,-0.31625689992948347,-0.7381111700627575,-0.6097664296735434,-0.2908100583066726,0.4943045387307998,-0.7189766741996816,-1.0818376498013162,1.4646921518618603,-1.5860817035276997,-0.195113499357531,-0.203639760636077,0.2720451439642911,-0.6237702304916012,0.69850950135414,-0.23515581144600456,-0.2712285959984393,-0.0022341398830394215,-5.687717273748511E-4,-0.0581814532228807,-0.07702921481922193,18.013393305927824,5.300830026392998,1.1906110931044231,-0.49904244088549343,0.10623737186330331,10.686849216122727,0.9906032819000629,-0.3781077055030257,0.14621462494128457
58,15427.88491735093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4981595587606575,0.0,-0.531251374192574,-0.22377182050353386,1.0601193482267772,-0.35961864668626414,0.3383899740168743,0.09099184715889004,0.2706141016330259,-2.6537321195166594,-2.001297593196078,-0.580050077865896,-0.19949552907746282,0.44765872373691007,0.31441980637118633,1.2164486227260556,-0.5563062306274569,-0.664368996192564,-2.525775174491832,-1.8275246660375626,-0.3007896765695456,-0.7208017537272977,-0.5984467838678273,-0.2790861310180081,0.4909112084474657,-0.727804005210316,-1.059444710926341,1.4609111257959841,-1.5636743871879748,-0.19494454514142748,-0.20113376719029033,0.2715214275751127,-0.6230896681275575,0.697355270392015,-0.23657135695309955,-0.2671807157297981,-0.002229185337944135,-5.673608574253283E-4,-0.05791384020065423,-0.07704699866138755,18.524303812624556,5.437836835866359,1.1619736262993048,-0.4876265482506607,0.11123464101534217,10.746454820095705,0.9812507801942412,-0.3743583144177114,0.18218468778864982
59,15426.580675079495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4964549552813464,0.0,-0.5335695259250159,-0.22128228046118995,1.0616754668738402,-0.362712000857106,0.3358527762308442,0.08739292768596717,0.2690918557718862,-2.6513308283264028,-2.01426685516704,-0.5710967731090161,-0.19188670354819537,0.4577056741615624,0.30783886473556554,1.2074986978625095,-0.5905471738502737,-0.7378288078361415,-2.6342644529884276,-1.7611407943685804,-0.25843423570359797,-0.6686739748668079,-0.551619476054965,-0.21716212710639152,0.4581820008237026,-0.7560264542681802,-1.039600865668902,1.4455688725820959,-1.4743293851184862,-0.1946634334752781,-0.19372288518802222,0.2692242935457303,-0.6169817156320939,0.6940948338408958,-0.2382082128834947,-0.26413837567998577,-0.002229332591442656,-5.676278698198507E-4,-0.05786722065046691,-0.0771980116198691,20.504801996571018,5.9574678426573975,1.043641334068976,-0.4317445870188834,0.12323685423089349,10.925698743718165,0.9402793433467852,-0.35179665299990465,0.3213798760535571
60,15426.186156295968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4954076232406588,0.0,-0.5325260587021703,-0.22008748125601799,1.0601297599649966,-0.36383037613749863,0.3362120633138886,0.08752454865305237,0.26789318068315887,-2.6513724947444697,-1.997232272706281,-0.5768107129732973,-0.18893383020044033,0.45209275533132975,0.30911889615704846,1.2086698945446315,-0.5765855779101341,-0.7319471090061408,-2.6556035169096135,-1.7410802672054293,-0.23920860861099774,-0.6347859552085354,-0.5290140944540933,-0.21160468948563788,0.4531312336952236,-0.7543120248367707,-1.0221263119645951,1.444686212556358,-1.4554937894494075,-0.19362885116417802,-0.1922249042927631,0.2670248995029536,-0.6176265373151136,0.6939416957687454,-0.2368606304557033,-0.26313464041434403,-0.0022467580499464777,-5.729360500095469E-4,-0.05829242345769954,-0.07731935350941703,20.96820726421587,6.067358816321749,1.0189327574884006,-0.4290489847344561,0.14306058813030326,10.679414218734005,0.9352110786478728,-0.3460929851269771,0.3474953867312184
61,15425.327965492144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4953974878974565,0.0,-0.5330715242723681,-0.22036226533200137,1.0584163378408984,-0.3613930087950409,0.3352543370597366,0.08828555425762286,0.26849404889037454,-2.6457650702583697,-2.016277065661735,-0.5739922186784424,-0.18447089223374763,0.44682072239942305,0.31098701498448883,1.2071700298802817,-0.5600817302774599,-0.7268013493458744,-2.7103542957695885,-1.6870519422656542,-0.195477685961902,-0.5371835788771592,-0.4458688340575143,-0.1794557022070821,0.4354195573663718,-0.732798678101887,-0.9862036658898442,1.445045882643067,-1.3974040384883295,-0.19247229687802486,-0.19246113439705284,0.26667667883848456,-0.6180950166495586,0.6960548018687425,-0.23486722976509442,-0.2676054449646787,-0.0022493621797943842,-5.743949537831814E-4,-0.059876512905142704,-0.07772834445813297,22.787566035506238,6.4967841124455665,0.9276632243819843,-0.4194073323485414,0.20947986850330552,9.779151145220705,0.919356779229107,-0.327838934660931,0.43603529996326784
62,15425.033620589375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.494378908385275,0.0,-0.5332086665950154,-0.22119847862243427,1.0588388867451697,-0.3618561916016468,0.33424805581613076,0.08762816702585972,0.267943099779467,-2.6439790783425865,-2.0106034632495926,-0.575682012439577,-0.18589809981715555,0.4474356410541531,0.3086700349073009,1.2059172656508557,-0.5560013208682566,-0.7178197377278434,-2.6783969726761905,-1.7042850865348889,-0.210116253176651,-0.5529923819738881,-0.4600875970544261,-0.1947078038419352,0.44273512276771715,-0.7234517565504993,-0.9931655303685862,1.4391896586344677,-1.3619507090701295,-0.19366397792889087,-0.19440842562307264,0.2671913951670942,-0.6160314108710698,0.694952880492153,-0.23583165081152305,-0.2660219987387846,-0.00225322669175483,-5.751720157254539E-4,-0.06035335104399807,-0.07779337122195547,23.714804504156106,6.721524909948416,0.8911890053436077,-0.400578875624702,0.19735171183874933,9.771213877069153,0.9041509616163318,-0.31857787261385323,0.48555594865508184
63,15424.944306270634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4943342462403402,0.0,-0.533387326966161,-0.22185496727604037,1.059010697159231,-0.3615865865405942,0.3338475891087303,0.08753518386636926,0.2681066334668472,-2.643011028504656,-2.011425515044528,-0.5754381147060085,-0.18646242982418174,0.44690187931859204,0.3090945811608446,1.2059420671765444,-0.5568016788978909,-0.7159494997735562,-2.6619333075240093,-1.707433701528894,-0.21565279032508158,-0.5560598868055074,-0.45906730512881183,-0.2013191047617796,0.44603646462518326,-0.7148909162808552,-0.9884709414987796,1.4381449255210117,-1.349449756297583,-0.19393849656763085,-0.19526115972297262,0.2674391156500731,-0.615932348657475,0.6952143427172988,-0.23641942692558637,-0.2668529545308357,-0.0022481814709111843,-5.738513573100663E-4,-0.06077077021939774,-0.07779748597195717,24.318970715286923,6.861879876378206,0.8723317913890631,-0.39619389789784276,0.19711763138337435,9.673023500395015,0.8976284588336354,-0.312950863511898,0.5082488127644541
64,15424.84700171444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4939479252217005,0.0,-0.5332719843655448,-0.22174154320336886,1.0586942785894702,-0.36173733263746294,0.3338916919438034,0.08742469921562615,0.26810994045484415,-2.6424949639014303,-2.011176437748667,-0.5750293073917006,-0.18717186710931585,0.44772640360891625,0.3082948210112719,1.2055892656184337,-0.5564329220615855,-0.715172986347453,-2.650356548896405,-1.7095530438512772,-0.22034110527260026,-0.5598982278824197,-0.45549348090328257,-0.20693032028877842,0.4475561074654829,-0.709992980363286,-0.9846052957074978,1.4361621560620663,-1.340042946346806,-0.19428822170001475,-0.19571883805161408,0.26794448025655393,-0.6151149925917776,0.6953049308330664,-0.23675208336040224,-0.2668695370906876,-0.002246116359165837,-5.732376548049198E-4,-0.061053205933688875,-0.07778414545288312,24.81412332776159,6.972475335166389,0.8543031828742285,-0.39283827613611827,0.20177262690821315,9.616706624430163,0.8937054367088195,-0.30979678750188383,0.5242296603630382
65,15424.754023755535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937542524104417,0.0,-0.5332977348484456,-0.2219365511026296,1.0584995145815033,-0.3616353858465996,0.3339110653119425,0.08728113243881418,0.26817733413749945,-2.6420070382729963,-2.0104138968496885,-0.5750190995335751,-0.18744074723880508,0.447443162777435,0.3080030587256402,1.205478588648889,-0.5562873938373226,-0.7136392688970296,-2.638736285686178,-1.71189082629754,-0.22551117949501245,-0.5657317656791706,-0.4527950233783674,-0.2123445543902452,0.44924701005275036,-0.705601029154333,-0.9808340102893495,1.4357152203692174,-1.3402643854924332,-0.19438957445261038,-0.19604152790492316,0.2681550008594901,-0.6149164162317332,0.695330417912845,-0.2370992137137722,-0.2670404883867916,-0.002243617332085777,-5.725231948148166E-4,-0.061304914527912355,-0.07774153275726471,25.09009258676111,7.027475541157584,0.8482994377602856,-0.3955336518138952,0.20650129096192438,9.593927210435185,0.8952508997673121,-0.3109935295703831,0.5260738569686466
66,15424.680680990412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4937307485081077,0.0,-0.5334448251747956,-0.22207832323303672,1.058607592521454,-0.36152863243115146,0.3338172200823736,0.08719712106863396,0.268195902362286,-2.6415757422981696,-2.010609628622211,-0.5744854583740447,-0.18772173758643393,0.4477102774404338,0.30750479251545043,1.2052298078716992,-0.5563843075926987,-0.7136633583589599,-2.6312406637346317,-1.7125664107722185,-0.22934155724079647,-0.5705516988728581,-0.4506777435915368,-0.21544773317691668,0.4498194094265116,-0.7031231620564515,-0.9777809614017932,1.434835809840182,-1.3383939794056547,-0.19440793628981098,-0.19607474569534436,0.26832246429548007,-0.6146044125777163,0.6952806322283308,-0.2373248042831531,-0.26704532644510015,-0.0022418996985951187,-5.720446406868898E-4,-0.06151146448512541,-0.07770098269876818,25.382637373586274,7.087399984326113,0.8410964626304743,-0.39685488985310974,0.20962441823932304,9.598400307538292,0.8957556567670263,-0.3115940671848662,0.5296134622119123
67,15424.577115154274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.49367456849991,0.0,-0.5335094932687037,-0.22219066705026205,1.0586514011470511,-0.36148781992983137,0.3337547404616487,0.08712871129639636,0.2682076515525746,-2.641230760129391,-2.010496050124116,-0.5743349728810972,-0.18781464567202402,0.44769757803087895,0.30722587622358444,1.205059983598007,-0.5563874736457572,-0.7134681286561976,-2.625617115325247,-1.7124830903100206,-0.2319533419595881,-0.5738188900345841,-0.4486355795035864,-0.21798648450297142,0.4502537982705209,-0.7011696247976144,-0.9747418858123008,1.434343186201893,-1.33773937839286,-0.19439169617987895,-0.19606310864157206,0.268415496987088,-0.6144672738477707,0.6952382087512815,-0.2374718934494559,-0.2670789112992782,-0.0022407253407707006,-5.717162119477425E-4,-0.06169477435271981,-0.07766373474064772,25.649335376806942,7.140891783014372,0.8352591290843292,-0.39870101617245834,0.21243467453622453,9.604575684932396,0.8965699984809695,-0.3122265623901413,0.5313867859058082
68,15424.515650596599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4936344772532197,0.0,-0.5335811020782405,-0.22227744996107673,1.0587111182258853,-0.3614348622501023,0.33367094146945503,0.08703662725143035,0.26816400052034833,-2.640884930750371,-2.01031277113169,-0.5741123144420333,-0.1879148856028908,0.4476828659736769,0.3068788819497073,1.2048743891690528,-0.5562986786284133,-0.7131702973710199,-2.621432298035909,-1.7118414534634956,-0.2338295110580207,-0.5760219023169326,-0.4461418032398603,-0.21988277396613098,0.45034879463684335,-0.6998369766734813,-0.9722880094937995,1.4339617588541327,-1.337625557215758,-0.1943336611854806,-0.19600459993366415,0.26843036375303325,-0.614353050962263,0.6951663262841277,-0.23756162905266467,-0.2670842443238648,-0.002239745748859538,-5.714472631501374E-4,-0.06189121695961287,-0.07762760025362228,25.900818819034487,7.190252805275991,0.8309887423543231,-0.40188077601791466,0.21553907882372825,9.610307060862963,0.8976908481966744,-0.3129983863711957,0.5320914729123237
69,15424.39977881808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4936284062706144,0.0,-0.5336192944532441,-0.2223386463251959,1.0587645838368653,-0.3614114264724611,0.33363601334086834,0.08703311743507634,0.26817468801018807,-2.6407023381088246,-2.0103202943986846,-0.5739871670109027,-0.1879656847545642,0.4477244933594848,0.30676996122930794,1.2047662022729737,-0.5563422955000158,-0.7132511006139939,-2.6181629914612827,-1.7113923371096083,-0.2353955801117319,-0.5781229823800401,-0.44465017558630565,-0.2214727149836053,0.45058331530398005,-0.6988432092399833,-0.9703237043465445,1.433676523134587,-1.3374831367240458,-0.19431802362488892,-0.19598335800290187,0.26850728627279197,-0.6142757415067437,0.6951530905057448,-0.23762302072684113,-0.2670732433554311,-0.0022392990298834856,-5.713204556914793E-4,-0.06204141263948885,-0.07759424722042194,26.147463633890464,7.238975205102808,0.8267494676617575,-0.40433748205547027,0.21739614704387633,9.623691573148227,0.8984984931954605,-0.3134424512039352,0.5327029441998379
70,15424.351604675501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935759994315723,0.0,-0.5336515031533988,-0.22237710802521898,1.0587791141401102,-0.3613877353015761,0.3335794262466959,0.08694644404517084,0.2681178711180042,-2.640419363989876,-2.010127903787878,-0.5738437056749535,-0.18798406923387773,0.44767053890760716,0.3064851537230936,1.2046282361231502,-0.5562490878219734,-0.7129798010579307,-2.616151908210625,-1.7103378154979962,-0.23611279561993873,-0.5787936982795793,-0.4418458206119578,-0.22258502719280804,0.4504584803958214,-0.6982043354373412,-0.9686071119206,1.4334548660459492,-1.3373047328449517,-0.1942427301186712,-0.1959036083505538,0.2684679934722134,-0.6142112850722432,0.695102680870774,-0.23765158367348924,-0.267083608282393,-0.0022386378162742517,-5.711477335239866E-4,-0.0622271089201766,-0.07756352739448737,26.39971856208141,7.287785525120873,0.8231903402328097,-0.40833146155008815,0.22060423170715224,9.629159424686687,0.8995656710932314,-0.3140634574826119,0.5332891117130194
71,15424.294496051329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935646635270683,0.0,-0.5336395935974115,-0.22238251707816079,1.0587847171591802,-0.36140008933226364,0.33357756299416363,0.08696787334448945,0.2681387474818356,-2.640351911928115,-2.0101857448973397,-0.5737617902851464,-0.18801446825486012,0.4477402449741734,0.30648977369200076,1.2045712009836358,-0.5562956807188831,-0.7131596266227129,-2.614662600567643,-1.7096990955543199,-0.23676185411516648,-0.5796225229171308,-0.4398159401682745,-0.22347671320517368,0.45045161337214007,-0.6976496934190195,-0.9672217571170418,1.4333034008012202,-1.3371307547161675,-0.19425768655007375,-0.1959090830798874,0.26855084341203755,-0.6141512799916157,0.6951206592641296,-0.23767794832758019,-0.26707750788430784,-0.0022385612992157403,-5.711207046376211E-4,-0.062371365555445174,-0.07753531135198154,26.64848358155781,7.335944450174823,0.8189874897584436,-0.4112599681006035,0.22309013849035925,9.638857032195315,0.9002374933955128,-0.31423887901303676,0.5338616192276217
