Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_45_64,b_carD_age_gr_65up,b_carD_female,b_carD_shopping_trip,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_45_64,b_carP_age_gr_65up,b_carP_female,b_carP_shopping_trip,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_45_64,b_pt_age_gr_65up,b_pt_female,b_pt_shopping_trip,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_45_64,b_bike_age_gr_65up,b_bike_female,b_bike_shopping_trip,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_45_64,b_walk_age_gr_65up,b_walk_female,b_walk_shopping_trip,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_vgvi,g_bike_stressLink,g_bike_stressLink_f,g_walk_grad,g_walk_vgvi,g_walk_speed,g_walk_speed_c
72,15424.24894500077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935460235324647,0.0,-0.533671198171988,-0.22242031977173715,1.0587967016724718,-0.36137443735459274,0.3335553604378051,0.086936847521543,0.2681317558983512,-2.6402323004575132,-2.0100616214379863,-0.5736811049938302,-0.18802996993302482,0.4477287551312425,0.3063419031789427,1.2045104404703029,-0.5562364129336438,-0.7130432233669105,-2.6132156202524888,-1.709394794368161,-0.23742214802519376,-0.5805978090625875,-0.4386095603223011,-0.22421752155355026,0.4505082251121552,-0.6971970247475915,-0.9663874914560888,1.4331750886740877,-1.3373097802080545,-0.19423335157188226,-0.19589038534266634,0.2685739973108132,-0.6141026966319661,0.6950986940211287,-0.23770788325317113,-0.2670579648556348,-0.0022382194753711635,-5.710282236326224E-4,-0.06250187256177571,-0.07750496843881356,26.885569540112773,7.3812232451053434,0.8154620876191934,-0.4141375711061614,0.22469823278764456,9.65192618330573,0.9008662316198005,-0.3143301162069397,0.5338492009250616
73,15424.2018631537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935543928626813,0.0,-0.5336952188271088,-0.22245936129953822,1.0588373627873275,-0.36135105016915886,0.33352040518833365,0.08693005282927595,0.26813286230481725,-2.640158603107577,-2.0100591569669417,-0.5736287622675065,-0.188058828090928,0.44772244803002903,0.3063093237859129,1.2044569659716788,-0.5562369529226803,-0.7130498220788392,-2.6120804701572666,-1.7090079167775971,-0.23790266747127584,-0.5811629574691289,-0.4377094482562706,-0.22476737159758853,0.45061458188888126,-0.6966944010215743,-0.9655154740511469,1.433102330651953,-1.3378765282398868,-0.1942335990523642,-0.19586504532709306,0.2686217493746924,-0.6140750394974664,0.6951005227257966,-0.23771452207785113,-0.26701383586785216,-0.0022380809292987104,-5.709867896090454E-4,-0.0626233688312679,-0.077473987059165,27.11441254049067,7.424479075522345,0.812383618033478,-0.416945948997899,0.2257698225406586,9.661351411963643,0.9013492196428421,-0.31408058837088476,0.5332958721783994
74,15424.161855765604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935621979367595,0.0,-0.5337361242040011,-0.2225052425057144,1.0588724759449852,-0.36132059824327345,0.33349364445116714,0.08692735894135871,0.26813840120025423,-2.6401079257042865,-2.010027820640761,-0.5736025097253221,-0.18807517605245744,0.44770216895289267,0.306266460194104,1.2044035620435647,-0.5562309307519302,-0.7130230066981861,-2.6109379433831337,-1.7087843769182018,-0.23840607652665535,-0.5818339202052903,-0.43757688987486615,-0.22532277549572108,0.4508194210722474,-0.6961818684786719,-0.9647550681436158,1.433037387499163,-1.3384146966459016,-0.19420172794394483,-0.1958312858126243,0.26863922475248836,-0.6140578330333012,0.6950921308497003,-0.23771580390561214,-0.2669735991119581,-0.0022378924901529556,-5.709312692558149E-4,-0.06272934260778106,-0.07744182796948404,27.338725300769376,7.467426203303286,0.8097208369416059,-0.4194777425754653,0.22574247607568265,9.67333392276879,0.9017756257782313,-0.313767506005911,0.5326876755044901
75,15424.103793401804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935605468071511,0.0,-0.5337506890252467,-0.22251829929523215,1.0588742674897038,-0.36131139246476185,0.33348575652621154,0.08693198654468828,0.2681552822323097,-2.640110883905452,-2.0100815808836128,-0.5735756621514931,-0.18809445497724608,0.4477195982758688,0.30626665842631423,1.2043768162743136,-0.5562590306690159,-0.7130776932157192,-2.6101060701071215,-1.708438176613804,-0.23870658517617502,-0.5822275764329187,-0.43741434466017687,-0.2257363664782448,0.45072480506799545,-0.6958325348453364,-0.9641500689243931,1.4330302292332233,-1.338870044164391,-0.19419695255276345,-0.19581726315890466,0.26867318988624134,-0.6140548184402295,0.6950844405627884,-0.23772838650659533,-0.2669533470638668,-0.0022377373906923756,-5.70882344771092E-4,-0.0628266164524674,-0.07741052827990508,27.561340797342364,7.5101376623667635,0.806776709957845,-0.4216267758386619,0.22553573541161825,9.685616716851904,0.9021890028394499,-0.3134417017315281,0.5322141044450659
76,15424.047933563888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935480665472007,0.0,-0.5337544392995865,-0.22252303211668276,1.0588611149013105,-0.36130688349597595,0.33348827681782756,0.08692138632384216,0.2681543822628815,-2.6400650115286095,-2.0100604658877015,-0.573549113490426,-0.18810012457990222,0.4477051694130104,0.3062208223082032,1.2043492630967907,-0.5562529923430547,-0.7130379946903963,-2.6095602438216496,-1.7079926520766486,-0.2388113389960392,-0.5822470763320939,-0.4369482100229031,-0.22601542841140523,0.4506173110955133,-0.6955964515832322,-0.9636222403873574,1.4330086303400627,-1.3391445452499637,-0.19417376982198054,-0.1957870799369711,0.26867362800521294,-0.6140460703852524,0.6950863879120471,-0.2377301183887796,-0.2669414568385508,-0.00223761925415516,-5.708509684286697E-4,-0.06293305683114551,-0.0773803336525765,27.786065766661114,7.553046906478998,0.8037116034574759,-0.4238689017327117,0.22558552275873306,9.69614619800913,0.902685131431195,-0.3132193828963053,0.5319770479525396
77,15424.000699546088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935459581947366,0.0,-0.5337539394522701,-0.22253310971422396,1.0588585812545492,-0.36130133345038695,0.3334912496713819,0.08692340907148285,0.26815174047480145,-2.640032228586285,-2.0100097711293725,-0.573549101985037,-0.18811209576895715,0.44769071523478104,0.3062152202523219,1.2043296072799423,-0.5562425587423636,-0.7129894861540106,-2.608864357589691,-1.7077611526102923,-0.23900360833517525,-0.5824198757953649,-0.43667209638436055,-0.2264046793575709,0.45063871806730726,-0.695372702278722,-0.9631651965619263,1.4330258855755211,-1.3396890526778402,-0.19416015475897125,-0.19577436215904367,0.26867769530292357,-0.6140489670690467,0.6950874654724257,-0.23772620514517054,-0.2669188758167712,-0.002237631497957829,-5.70853341535327E-4,-0.06303528244824867,-0.07734962940687821,28.002383627791836,7.593692156708791,0.8011390836403723,-0.4262771830632345,0.22545900322344373,9.706877031986396,0.9033702249578551,-0.3131377552068055,0.5313390895610101
78,15423.95607052535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935527886212545,0.0,-0.5337683313508239,-0.22255276599480556,1.0588687049771457,-0.36128509558642,0.33348620257598344,0.08692340178606706,0.268158697378659,-2.6400131517919028,-2.0100064473364507,-0.5735337736491551,-0.18812622926583786,0.44768571365174525,0.30620248439585096,1.2043117339086453,-0.5562515840239926,-0.7129721793859537,-2.608242100191838,-1.7075360154415142,-0.23915381447019582,-0.5826011149148109,-0.43664085419863163,-0.2267068928030931,0.45068869380874826,-0.6951301868591077,-0.9627035433420743,1.4330551989492484,-1.340313387088117,-0.1941442933252209,-0.1957608495432747,0.2686897538465277,-0.6140562482555267,0.6950857030496146,-0.23772811061086171,-0.2669021536114009,-0.00223756740269439,-5.708346094586187E-4,-0.06313239356492598,-0.07731828920945621,28.213542923684304,7.633212378984121,0.7987740548553206,-0.42855697137968374,0.2249286749878901,9.7182960321453,0.9040723039579144,-0.31305531955569554,0.5305677428331572
79,15423.899380413228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935317756639717,0.0,-0.5337503659483711,-0.222505532682931,1.058838522903615,-0.3613224333202392,0.33350998994260783,0.08694144152273678,0.2681862646941257,-2.640026179843609,-2.0102340609125067,-0.5734499322237692,-0.18808277493165582,0.4477692135967325,0.306194513941084,1.2043120856986658,-0.5563349362290406,-0.7133086984349452,-2.608788419874896,-1.7068717772820476,-0.23870737449146454,-0.5819192375481163,-0.4360278282942323,-0.22646905355419167,0.45042981310311264,-0.6952803310347407,-0.962322119656879,1.432882424610215,-1.3387413660252454,-0.1941556623084254,-0.195720600186665,0.26870969542643114,-0.6139978353183895,0.6951253034167714,-0.2377315413867617,-0.2668923141168261,-0.0022375167477595194,-5.708272570270044E-4,-0.06322814030925045,-0.07729517333275131,28.47505598398468,7.6841247439156675,0.7929719014892846,-0.42908447310489606,0.22479756177365964,9.730093940857346,0.903679963303919,-0.31225788541446337,0.5330242881205218
80,15423.83591368284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935079844670007,0.0,-0.5337323452906149,-0.22251819742310827,1.0588050306576375,-0.3613196274026965,0.3335139521559158,0.08693310644283622,0.2681688848872081,-2.6400100568383102,-2.0099371751034476,-0.5735503587736557,-0.18810599779280565,0.44767032511852234,0.3061922521925369,1.204296974841053,-0.55619912834866,-0.7129615976969452,-2.6080593348495293,-1.7068532177601752,-0.2387952736123764,-0.5819573439927705,-0.43591295771286337,-0.22695394000389574,0.4505968500118683,-0.6949352407453963,-0.9618926339093806,1.4329459960371291,-1.3395938686445543,-0.1941324656796523,-0.19571662362863784,0.26870103096050113,-0.6140139142839999,0.6950993049197614,-0.237727380303559,-0.2668773811084957,-0.002237526418810016,-5.708219023045501E-4,-0.06332560280313641,-0.07726474609623768,28.684829628940193,7.721846016944417,0.7903791487402757,-0.4312727702166826,0.22454340306794068,9.738661030341971,0.904565787660689,-0.31232766813792595,0.5320977323376703
81,15423.77910942465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935148642144707,0.0,-0.533735511143092,-0.22252637455411658,1.058819024861172,-0.36130912973855317,0.33350609208844056,0.0869275693557256,0.26815507687802614,-2.6399454763144576,-2.009986054901815,-0.5734856278428857,-0.18811242068842773,0.4476965739014178,0.3061602249137873,1.2042738570646778,-0.5562369037143351,-0.7130051738850062,-2.607948984026122,-1.7065809945435662,-0.23877241247744677,-0.5818997860382865,-0.43547378848449525,-0.22705261922732056,0.4506694356430271,-0.6947614398705371,-0.9615501381984402,1.4329294196559956,-1.3398809466565857,-0.19412166759226585,-0.19570509508999756,0.26870067047078505,-0.6139972643035198,0.6951083745886178,-0.23771542056535125,-0.2668678400278196,-0.0022375311619896184,-5.708293855727758E-4,-0.06342024187694649,-0.07723448593865154,28.902240260587373,7.761356229421564,0.7873853948658278,-0.43340465068258177,0.2245083974469535,9.746991317609613,0.905272451778633,-0.3122656279539913,0.531778734728361
82,15423.743813342124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4935096996416122,0.0,-0.5337401451767049,-0.2225401061606817,1.0588168563023428,-0.3612971567989078,0.33349781056626865,0.08691454528357503,0.26814701069653685,-2.6399175327168867,-2.0099147857511777,-0.5735108419004669,-0.18812289540469695,0.4476653519916411,0.3061508641985313,1.20425911219861,-0.5562158113008434,-0.7128859269343739,-2.6074044739062656,-1.7065039879250603,-0.2389089349688655,-0.5820645027866559,-0.43522143820855747,-0.22732391764707388,0.45070975744322384,-0.6946020619160895,-0.9613229091647921,1.432998337681736,-1.3406386767136895,-0.1941110963061181,-0.19570269993849176,0.26869498489305393,-0.6140070706300498,0.6950929831869052,-0.2377185846988488,-0.26686211553820105,-0.0022375255949581047,-5.708252302364516E-4,-0.06352034581589057,-0.07720348823697475,29.107536305490317,7.797727987548273,0.7851737289436199,-0.4359204763696484,0.22437068308516925,9.75529387116627,0.90624868018861,-0.31240763908845365,0.5308075271324411
83,15423.712656518734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4934835644221212,0.0,-0.5336759952890217,-0.22247308594987766,1.058735993768107,-0.36134334254598094,0.3335645211452654,0.08692957000353914,0.2681773425579858,-2.639963879767373,-2.0101020818181943,-0.5734674899197107,-0.18813126203977254,0.4477929078375751,0.3061847013009864,1.2043018851820892,-0.5562988166940688,-0.7131056751101758,-2.6077986285257317,-1.7061710866402862,-0.23850773475876533,-0.5814387347342155,-0.43372747681216395,-0.2274496239422558,0.45061832069835334,-0.694710834449973,-0.9610057247553857,1.4330389821922898,-1.3405392246209853,-0.19414607942253873,-0.195716012177791,0.2687593899477658,-0.6139825250130537,0.6951653645978336,-0.23771831004860322,-0.26689036644404923,-0.0022375602487332722,-5.708413271311989E-4,-0.06362087791193187,-0.07717781732635778,29.327963806641826,7.836843497984614,0.7805926733162745,-0.4374560827372944,0.225811440038325,9.763534806261854,0.9068935874607278,-0.31237677021377963,0.5310751756724499
84,15420.50775923894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4927233962887678,0.0,-0.5337096999297188,-0.22268020439564376,1.0567220780091742,-0.36088927074310023,0.3347189982162804,0.08658112435316853,0.26973406202547306,-2.642745724255418,-2.0063770616038754,-0.5721810784825643,-0.18870120631925144,0.44774172091309605,0.3051046522361132,1.2049057356858592,-0.5540108055626346,-0.7105081257309529,-2.584993713570402,-1.7217132409312235,-0.24103257344029616,-0.5928927600158856,-0.3947881084856203,-0.24410092030320926,0.45692820895972736,-0.6846385122145948,-0.9473260597645207,1.4346093240291704,-1.3680050191286355,-0.19550865875841922,-0.1967415526378716,0.27107135996287746,-0.6125174165235711,0.6957782192116048,-0.23896367004235772,-0.26415581740078753,-0.0022347802317927677,-5.6953247945061E-4,-0.07296023630886433,-0.07440048803110808,49.938821281022385,11.412341793493344,0.3808708915978267,-0.5559270163533078,0.2583682579704085,10.989936525328924,0.961748973011851,-0.30048568991431024,0.5064016316857896
85,15420.406794213854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938574146328336,0.0,-0.5361895727137402,-0.224833864123314,1.0594988390862454,-0.35987502562675316,0.33277088782337233,0.08618009384632679,0.2697125595880197,-2.647636531978815,-2.0121808652046305,-0.5727645021613238,-0.18917834469508435,0.4489527406636976,0.30445575205799985,1.20235420829229,-0.5558421422525722,-0.7110006113718317,-2.5901693752621457,-1.7123492467537376,-0.24538216869289345,-0.5941653147768313,-0.4093024467849197,-0.23265683175097357,0.45046854595766067,-0.6737145478505279,-0.933081964481173,1.4326567130284793,-1.3759917269505342,-0.19398316795643222,-0.19460963255094355,0.27080323262721684,-0.6129277134006967,0.6936315104842103,-0.23898085771425776,-0.2642184354509509,-0.0021937660515276734,-5.574280308434997E-4,-0.07529625234663842,-0.07361150628484502,54.56771677574235,12.207123973716126,0.3038836869121262,-0.571552107065195,0.21695222235110562,11.36323064820911,0.9692642285656061,-0.29304416586292764,0.4985003213490538
86,15420.13318785847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4943633838856023,0.0,-0.5354917015742549,-0.2241775912219541,1.0597546635688326,-0.3607125210723514,0.3330068522373306,0.08750669445460865,0.2700201850451673,-2.649736823478752,-2.01543455021729,-0.5729963063295733,-0.19028437913013926,0.4481468661039078,0.30787359140877696,1.2024383541721335,-0.5581997992397815,-0.7147887583995443,-2.5863625332959472,-1.7091738754332155,-0.24836377131546816,-0.5936166325774748,-0.4432507883095214,-0.2325927321772746,0.4501614710047066,-0.6710322792009195,-0.9246346596749561,1.4325612487460144,-1.3773479384918303,-0.19386654745090753,-0.1941554523815504,0.2711703287734823,-0.6136374720238384,0.6937601099686256,-0.23858995664409288,-0.2634305846576822,-0.0021981341869201617,-5.580817742898626E-4,-0.07508959552640154,-0.07363737599009279,54.021203429752404,12.098090507967058,0.3153487190014522,-0.5412292758344308,0.16287603829694206,11.465622154777858,0.9673539615662125,-0.2916213702184876,0.4962047797201627
87,15419.610308250876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938076403220948,0.0,-0.5318559124345084,-0.22078122222811225,1.0573338583534946,-0.3633560810819413,0.3353151659964756,0.08976008205650554,0.26944910292195196,-2.6484441385776805,-2.015160973882242,-0.573384832499396,-0.18980592658578557,0.4462602704911652,0.31176465910084544,1.2041960914656606,-0.5594214897774812,-0.7173382236095593,-2.5795713188002245,-1.6867133251556896,-0.23726614980065483,-0.5595187347745405,-0.5066972356364001,-0.23519725058542207,0.44631030627556467,-0.6704101628211526,-0.8973447859711584,1.4358374450161682,-1.3885954721108558,-0.19358961505780276,-0.1938083481096353,0.270406491377352,-0.6148425597730766,0.6952232325214764,-0.2368518992061835,-0.26276743119211554,-0.002228114125195469,-5.665143376707497E-4,-0.07736556411298348,-0.07307396056041879,57.76208564716589,12.676980996288846,0.23014844349242147,-0.48188340506674465,0.03885371857940384,11.731620678038254,0.9870993881382413,-0.2892528635583278,0.4802609581370636
88,15419.609601946406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938049639514368,0.0,-0.5318558005495685,-0.2207813898507329,1.0573305691850512,-0.36335512986141894,0.33531703773950433,0.08975540622128447,0.26944698280172613,-2.6484465060563687,-2.0151528543222668,-0.573383121437352,-0.18979899769446526,0.44626990550719503,0.31175102135569127,1.204196378571354,-0.5594141445256473,-0.7173343309816028,-2.5796030648106494,-1.6866732355501894,-0.23723474480268353,-0.5594664521449715,-0.506755273297576,-0.23516739530744493,0.4462957416356561,-0.6704300152473808,-0.8973592815863516,1.435838674106057,-1.388581337067106,-0.19358991945108514,-0.19380994224517947,0.2704035259599487,-0.614838191337462,0.6952246944846439,-0.2368507940455203,-0.26277135748465585,-0.0022280569034183566,-5.664995884640466E-4,-0.07736974783436013,-0.07307244833090043,57.77166186086494,12.678487460971107,0.2298662151520452,-0.48176568205204057,0.03869836127189411,11.732083547790685,0.9871321939081217,-0.2892446196677363,0.48027724902287916
89,15419.608869098933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938020837644226,0.0,-0.5318556734020323,-0.22078157079400046,1.0573270268792008,-0.3633541078180438,0.335319049921994,0.08975037567041422,0.26944469998565596,-2.648449046588099,-2.0151441169973316,-0.5733812866009997,-0.18979155587822003,0.44628025040945324,0.3117363719797156,1.204196688790133,-0.5594062517401084,-0.7173301307233528,-2.579637185529983,-1.6866301264891268,-0.23720091807698812,-0.5594101821844253,-0.5068176938939403,-0.2351353123161712,0.44628008358672827,-0.6704514249811605,-0.8973749380152537,1.435840017813343,-1.3885661887275533,-0.19359025002592156,-0.19381166468555458,0.2704003300736095,-0.6148334979837633,0.6952262688411304,-0.23684960503276373,-0.2627755827048527,-0.0022279954314582216,-5.664837430744944E-4,-0.07737424625266195,-0.07307082220856242,57.78195368958304,12.680105675339538,0.22956260861212527,-0.48163881308458323,0.038531240872299755,11.732579806573952,0.9871675755929107,-0.2892358219055555,0.48029469534839886
90,15419.608837908569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938020453033833,0.0,-0.5318556715992601,-0.2207815732219093,1.0573269795178633,-0.363354094169618,0.33531907676981804,0.08975030851122523,0.2694446694788359,-2.648449080442411,-2.0151440001552063,-0.5733812622579967,-0.18979145670429445,0.4462803881970917,0.31173617673440773,1.2041966929547114,-0.5594061464197683,-0.7173300742662236,-2.5796376404574577,-1.686629551296386,-0.23720046601213135,-0.5594094305265636,-0.5068185268805441,-0.23513488467981067,0.44627987491559823,-0.6704517108070578,-0.8973751476742184,1.4358400362737225,-1.3885659892314521,-0.19359025448888076,-0.19381168781914027,0.27040028734734295,-0.614833435468875,0.6952262898618452,-0.2368495891223447,-0.2627756391773739,-0.002227994611857612,-5.664835317914774E-4,-0.07737430627563034,-0.07307080050196041,57.782090924277334,12.680127237871224,0.22955855737464195,-0.4816371174545563,0.038529010141822036,11.732586404232105,0.9871680502847765,-0.28923570610059496,0.48029492449691374
91,15419.608760424135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938020069050482,0.0,-0.5318556697987666,-0.2207815756465876,1.0573269322335879,-0.3633540805429433,0.33531910357269606,0.0897502414608904,0.26944463902094834,-2.6484491142409463,-2.01514388350152,-0.5733812379558573,-0.1897913576937996,0.4462805257551322,0.31173598181063294,1.204196697112061,-0.5594060412719859,-0.7173300178964915,-2.5796380946337596,-1.6866289770397853,-0.23720001467990817,-0.5594086800882256,-0.5068193585192173,-0.23513445774092265,0.44627966658562457,-0.6704519961701058,-0.8973753570032942,1.4358400547083299,-1.3885657900788975,-0.19359025894468693,-0.19381171091601287,0.2704002446888079,-0.614833373056835,0.6952263108478844,-0.23684957323747718,-0.2627756955581524,-0.002227993793601692,-5.664833208545708E-4,-0.07737436620234771,-0.07307077883031038,57.78222793702035,12.680148765409497,0.2295545126846166,-0.4816354245583037,0.038526783015135825,11.7325929910115,0.9871685242353384,-0.2892355904986264,0.48029515324746813
92,15419.608637435545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938020028984025,0.0,-0.5318556696105264,-0.22078157589934364,1.0573269272992045,-0.36335407912124984,0.33531910636976286,0.0897502344651321,0.26944463584303974,-2.648449117767821,-2.0151438713294296,-0.5733812354210558,-0.18979134736319378,0.4462805401070936,0.3117359614734347,1.2041966975459448,-0.5594060303013665,-0.7173300120137368,-2.5796381420202965,-1.6866289171234465,-0.23719996758672296,-0.5594086017873589,-0.5068194452892276,-0.23513441319819423,0.4462796448464967,-0.6704520259447211,-0.8973753788467695,1.4358400566321186,-1.3885657692976239,-0.19359025940839994,-0.19381171332574335,0.27040024023746345,-0.6148333665444782,0.69522631303706,-0.23684957158035225,-0.26277570144194057,-0.0022279937082270843,-5.664832988459228E-4,-0.07737437245506731,-0.0730707765691276,57.78224223265714,12.680151011532027,0.2295540906655759,-0.4816352479207418,0.03852655064108873,11.732593678289927,0.9871685736981104,-0.28923557844913494,0.4802951771154289
93,15419.607187579426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938019989213145,0.0,-0.5318556694235493,-0.22078157615011113,1.0573269224006894,-0.3633540777101283,0.33531910914680374,0.08975022752144532,0.2694446326887272,-2.648449121268848,-2.0151438592464834,-0.5733812329061901,-0.18979133710925947,0.44628055435217145,0.31173594128756565,1.204196697976577,-0.5594060194123874,-0.7173300061729696,-2.5796381890535085,-1.686628857652724,-0.23719992084420924,-0.5594085240694872,-0.5068195314127436,-0.2351343689891533,0.44627962327124737,-0.6704520554997434,-0.8973754005291198,1.4358400585408093,-1.3885657486671827,-0.19359025986773923,-0.1938117157170493,0.2704002358188673,-0.6148333600805719,0.6952263152109556,-0.23684956993550096,-0.2627757072817501,-0.002227993623485224,-5.664832770003535E-4,-0.07737437866139285,-0.07307077432471124,57.7822564220897,12.680153240961843,0.2295536717847971,-0.48163507259907923,0.03852631999522005,11.732594360537762,0.9871686228066002,-0.2892355665044953,0.48029520080774796
94,15419.60872858347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4938019989213145,0.0,-0.5318556694235493,-0.22078157615011113,1.0573269224006894,-0.3633540777101283,0.33531910914680374,0.08975022752144532,0.2694446326887272,-2.648449121268848,-2.0151438592464834,-0.5733812329061901,-0.18979133710925947,0.44628055435217145,0.31173594128756565,1.204196697976577,-0.5594060194123874,-0.7173300061729696,-2.5796381890535085,-1.686628857652724,-0.23719992084420924,-0.5594085240694872,-0.5068195314127436,-0.2351343689891533,0.44627962327124737,-0.6704520554997434,-0.8973754005291198,1.4358400585408093,-1.3885657486671827,-0.19359025986773923,-0.1938117157170493,0.2704002358188673,-0.6148333600805719,0.6952263152109556,-0.23684956993550096,-0.2627757072817501,-0.002227993623485224,-5.664832770003535E-4,-0.07737437866139285,-0.07307077432471124,57.7822564220897,12.680153240961843,0.2295536717847971,-0.48163507259907923,0.03852631999522005,11.732594360537762,0.9871686228066002,-0.2892355665044953,0.48029520080774796
std.err,,,,,,,,,,,0.05767645583500889,,0.04852856832966081,0.05290323488742872,0.04404650907244283,0.0428483711024565,0.06480294702377282,0.04795829744332966,0.06571968384610156,0.1380263274555926,0.1484678991656173,0.09362930431674965,0.09447184176980278,0.07638591457309142,0.0966478775046635,0.08889521012607518,0.10339790627827326,0.1683107143575204,0.23992336481219623,0.2611806364466781,0.18084484911170282,0.21219971008992994,0.2383997673098455,0.18005475699064835,0.19811894386884799,0.1964990348985789,0.3462008084728282,0.09338184624951577,0.17991429416965013,0.06617728661073098,0.06986111741520078,0.054201019726390236,0.06538376646586659,0.07645326011737683,0.0650152765924063,0.10569960541047631,1.6210424450116938E-4,5.4291682030026726E-5,0.038088870975074476,0.012614092198284617,28.293945346727874,42.01768963012531,1.1487086091454872,0.5870716256181655,0.3093945017944141,3.7876804475616566,0.3678185363740445,0.17397940933627234,0.2436630607240101
t.test,,,,,,,,,,,-25.899684321701947,,-10.959640634988144,-4.173309564526742,24.004783685847045,-8.479997450575132,5.174442283061489,1.8714223045031875,4.099907621584069,-19.18799963811931,-13.572926340114584,-6.123950584599357,-2.0089725526016458,5.842445650436493,3.225481503952569,13.546249525353854,-5.410225792259915,-4.261939050708557,-10.751925687074124,-6.45771019092015,-1.3116211051037316,-2.6362360430766403,-2.1259229282469727,-1.305904786516502,2.2525843039355102,-3.4119865059173997,-2.592066160930271,15.376008466402054,-7.717929001004418,-2.9253278546531942,-2.774242996503784,4.988840379458961,-9.40345583183165,9.093481614042247,-3.6429833471348285,-2.4860613836852163,-13.744202876002744,-10.434071220837339,-2.0314169646043587,-5.792788983629602,2.0422127672191914,0.30178130574486867,0.19983629438936631,-0.8204025736926642,0.12452166981564511,3.097567105506668,2.6838468570347476,-1.6624701026858446,1.9711449055126335
p.val,,,,,,,,,,,0.0,,0.0,3.0020659965490637E-5,0.0,0.0,2.2859275738973395E-7,0.06128656972975266,4.1331508649600224E-5,0.0,0.0,9.128322542295564E-10,0.044540044649535204,5.1439972281741575E-9,0.0012576096155250127,0.0,6.294533516637557E-8,2.0266072268348978E-5,0.0,1.0629896962655039E-10,0.18964800837767992,0.008383139380548466,0.033509677424706785,0.19158493865447346,0.024285371703407943,6.449130566557049E-4,0.009540142275701546,0.0,1.176836406102666E-14,0.0034409349372119813,0.005533033261286402,6.074280971546386E-7,0.0,0.0,2.694962796785383E-4,0.012916568395018979,0.0,0.0,0.04221271494463896,6.922706630163589E-9,0.041130430590173184,0.7628187827110962,0.8416086149831987,0.4119866487744521,0.9009022438740468,0.0019511621561201231,0.007278043577082727,0.09641855310110703,0.04870730360539155
