Iteration,LL,asc_carD,b_carD_age_gr_under16,b_carD_age_gr_40_54,b_carD_age_gr_55up,b_carD_female,b_carD_hhcars_0,b_carD_hhcars_2,b_carD_hhcars_3,asc_carP,b_carP_age_gr_under16,b_carP_age_gr_40_54,b_carP_age_gr_55up,b_carP_female,b_carP_hhcars_0,b_carP_hhcars_2,b_carP_hhcars_3,asc_pt,b_pt_age_gr_under16,b_pt_age_gr_40_54,b_pt_age_gr_55up,b_pt_female,b_pt_hhcars_0,b_pt_hhcars_2,b_pt_hhcars_3,asc_bike,b_bike_age_gr_under16,b_bike_age_gr_40_54,b_bike_age_gr_55up,b_bike_female,b_bike_hhcars_0,b_bike_hhcars_2,b_bike_hhcars_3,asc_walk,b_walk_age_gr_under16,b_walk_age_gr_40_54,b_walk_age_gr_55up,b_walk_female,b_walk_hhcars_0,b_walk_hhcars_2,b_walk_hhcars_3,b_car_time,b_pt_time,b_bike_cost,b_walk_cost,g_bike_grad,g_bike_grad_f,g_bike_stressLink,g_bike_stressLink_f,g_walk_vgvi,g_walk_speed
27,11583.91425210337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.677555857903332,0.0,-0.5787873979762967,-0.042138894014593836,2.10005727569406,0.4865912991023908,-0.09317196403877978,-0.4330963859909923,0.5068860131931514,-7.901162956757978,-0.49390571237842257,-0.41950178399099275,0.11306778981032753,0.16381012674139173,-0.8708707236234249,-1.162568983545952,-1.1381489910777738,-5.9467546012353525,-0.3680075831748953,-0.5758324009119609,0.06657986910477298,0.790733400076975,-1.2547623312693754,-1.858005973163157,1.4750582784867994,-7.0601252656286535,-0.27166362121261545,0.03319624433797436,0.6845867635258878,1.202179437072969,-0.6848266148363268,0.09868980628363322,-0.0043922798646954765,-0.00145043116782395,-0.13332658131101247,-0.2795873498774742,0.0,-0.8799176217938276,-0.16146590214415646,0.6779748106614845,-1.0454930142238954,0.3840689306134085
28,11528.192895840215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.617423664694128,0.0,-0.31281570681720683,-0.2005004441662735,1.9558810447798516,0.6497696844226903,-0.25712500474535205,-0.06923019663189872,0.2856293635600198,-8.212007307718032,-0.42361645369884476,-0.4031163046094063,0.15837979641884262,0.44672184432733264,-0.7239205947029648,-1.146949515144211,-1.2571405226061718,-6.614852611188603,-0.0478217014542936,-1.0641145376005605,0.025080429810606243,0.990040982919139,-1.359003534876438,-1.7601374006959383,1.1459581298021555,-7.358375481206494,-0.5007189031504822,0.07333043008699017,0.32480671417153295,1.7015829080010265,0.33579643290241423,0.6218244033176829,-0.004241510387337495,-0.001383624632316622,-0.12831718063180889,-0.27061349861011463,0.0,-1.014698244051049,-0.16211330203540217,0.5840728358034828,-1.115222603671246,0.5317439967759088
29,11483.544489847129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.58274771103477,0.0,-1.3318403003194579,-0.5807538077554153,0.9560100340723208,0.3382740304176415,0.07633994992723708,0.5891563680049277,0.5925033923157408,-8.711853272771672,-0.5963881176090335,-0.7779667813635861,-0.22576287702993783,0.40247320459045677,-0.7173792951406918,-0.8576150416483005,-1.1667488883901607,-9.007053139893616,-1.5294081296636735,-1.0250496690998885,-0.5951719849355088,1.0239169161341575,-0.1363510075897323,-0.5807610742648524,-0.2823027243641705,-8.07947059249549,-0.5339357669323582,0.6007041982423043,0.014363457581435202,3.3513408392915993,1.3290209623019709,-0.3327471975523477,-0.0037085546602622305,-0.0012183931697086182,-0.10668414396841398,-0.23726372961007208,0.0,-1.5310453853018922,-0.060496192780071706,0.3752571035483345,-1.0931874313777454,0.4513473002447594
30,11356.317252862567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8924285519402106,0.0,-1.6989501555122484,-0.7579171465617557,0.4559282518497496,0.29611927284192113,0.02836142979490639,-0.1818234427003269,0.3233209318353325,-8.606957198339957,-0.44061645334590915,-0.7334609744423131,-0.17652425955232656,0.659543298814384,-0.5813635546564009,-0.5446148663038887,-1.5298164801008307,-10.029007400990455,-1.1953203219307034,-1.1505434382176047,-0.4324752764003773,0.9545513623011765,-0.4029388537148293,-0.27575698391464626,-0.6406031408150021,-8.301577414397045,-0.08699479980625202,0.1616891392736589,0.34261610538813486,2.5200562964987507,0.7857058289183101,-0.8425383667783566,-0.003497488717548049,-0.0011329507378587773,-0.09618274515461808,-0.2232407618943988,0.0,-1.7689343970269522,-0.08297296928627088,0.29988452133265103,-1.093584917371242,0.4279874709497887
31,11311.4756684175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6579476724613,0.0,-1.4750759868466894,-0.785721611606025,0.38269261230711493,0.24001273266509465,-0.6104624900961525,-0.09739706441161741,0.4680573427029281,-8.318336868031988,-0.4723510875114535,-0.8713451808763368,-0.22834041075870642,0.4434929762721766,-0.7055052592211227,-0.8530294081407204,-1.6582060180183333,-10.381159617568194,-0.9613652162843431,-0.9333309555801012,-0.2597272076375844,0.4728738012843553,-0.22802412748135287,-0.3232183560092326,-0.4869371655326452,-8.36280293660015,-0.05436003321351658,-0.15441924639674776,0.5334112156603107,1.902077777216418,0.5733275272778714,-0.9544691515203622,-0.0034144043771474337,-0.0010959460817321558,-0.0897839823634393,-0.21887663913190802,0.0,-1.8528411540759282,-0.059993421036476056,0.44035740049685757,-1.118525145697459,0.509601661620362
32,11274.858174009929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9000408449385104,0.0,-1.113153345393487,-0.6856576773712516,0.6722212904512826,-0.32148176370113074,-0.4335520531104784,-0.055690108077562625,0.46908158075843687,-7.542003775647438,-0.4510995603838442,-0.8665441356843329,-0.24598000692848512,0.4104733219276434,-0.7046224924979126,-0.7514069844984053,-1.741796822820757,-10.52232502315321,-0.9777310687298001,-0.43804421136395855,-0.061775142064586314,0.1898826972149209,-0.45141113618210227,-0.6672326385348608,-0.07767497930946426,-8.369723925393977,-0.6378022885037317,-0.38411253648470944,0.2798556800210661,1.44770760231243,0.377812021110866,-0.983711502242311,-0.0033670552469312956,-0.0010826875922364887,-0.0863406079846632,-0.21359557596483997,0.0,-1.8881022324125378,-0.07542899112841654,0.48872936451415117,-1.1153746137836003,0.5257209490634795
33,11238.3263968766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.55190979850408,0.0,-1.7926633211194412,0.07609529127938897,0.25131574350087826,-0.48905165946723894,-0.48449949451735047,0.23076704576656,0.18009461143365907,-4.2711028693399165,-0.3596700294144014,-0.7386814311416408,-0.13356262265304727,0.46587044879538364,-0.6480241545624167,-0.8850660938004007,-1.5779292778490737,-10.526719424405522,-0.5907081284590353,-0.5305724318911544,-0.1818202577310794,0.013601501071038635,-0.7574883794464318,-1.1960705179130349,1.1078252616505873,-8.436330502149074,-1.6539647793663765,-1.022163365406974,-0.18227217568956705,1.1233958114148364,-0.13645097514007676,-1.0927633929553082,-0.00322845177941356,-0.001000720878969399,-0.08323953297132394,-0.221722031116995,0.0,-1.8777457497000587,-0.06110978527215646,0.4736646081856124,-1.0515586854397572,0.3904814241991714
34,11204.779775941159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.376162306339702,0.0,-1.4586850772936506,-0.763143044607373,0.2746853707925441,0.08693433727264066,-0.5121825936237897,-0.2995843475199957,-0.006353675293207711,-0.08247478822065002,-0.364814678255605,-0.7284089908033349,-0.04960214582681634,0.503006276768796,-0.6294039323331391,-0.9849884914006148,-1.1857471958333177,-10.42563447424049,-0.6303967777909559,-0.8086218888873311,-0.44280263761837063,-0.029878444476613933,-0.8322333477433668,-1.551287760936976,2.10819323824925,-8.479153911543323,-2.3469093981380778,-1.8996589322371644,-0.5923807391818516,0.9807354003091815,-0.6918580889164704,-1.35051256935342,-0.003118969256609818,-9.285651450538386E-4,-0.08497286513972269,-0.22725151391274262,0.0,-1.840158323781233,-0.03519904409940172,0.3900544081837015,-0.9624876304625763,0.1976868066790952
35,11174.63813387474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.728139649985364,0.0,-1.1317238164687242,-0.36492537102687533,0.5883200142396645,0.33721058823589556,-0.5765015762501344,-0.1672909190797617,-0.07890128446068347,0.5340081586024545,-0.37209666779453276,-0.7211862892265933,-0.0026793896031769154,0.6128086198082959,-0.6007502408287209,-0.9283326687072017,-1.0582826291576475,-10.319796306536768,-0.8287353158550774,-0.9935158980800511,-0.3322389407524885,0.1229029231032454,-0.9645318909278264,-1.5920284760904617,1.9592281139881451,-8.399107468836627,-2.0164915879187584,-2.1438396244623403,-0.3659098047220739,0.9317632202015037,-0.7136116006572464,-1.636983906747913,-0.0030856773658243255,-9.148064358687195E-4,-0.08621427854812427,-0.22506257587681183,0.0,-1.8239976887807854,-0.04121733513562696,0.39272720453171867,-0.9642470224356186,0.20286349798624395
36,11140.370442392552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9894648675382305,0.0,-0.9928013356421734,-0.5035873640019165,0.7054734078049951,0.33204090847991297,-0.14388121138181997,0.1499801381294877,-0.22126336267286978,0.1591129589536504,-0.3254359692638698,-0.7114436138354524,0.07958634854209401,0.5932051405236866,-0.5433986783349183,-1.004227605122359,-1.3122442205831155,-10.08314062089846,-0.3788283160392559,-1.006072857965918,-0.19593919673286223,0.0450292209664435,-0.7845880811309649,-1.667167386395162,1.5027155127766834,-8.18019631628194,-1.670104027841967,-2.0609089546503485,0.01876049781267508,0.8561010062911129,-0.6746808045632334,-1.9211471840569259,-0.003095250017060525,-8.97577149512842E-4,-0.08396132083864528,-0.22430261977342683,0.0,-1.791934793682737,-0.04351221326518265,0.4948990598327652,-0.9665833368912704,0.14468327719683635
37,11107.309680582703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.981117605408693,0.0,-0.9156807161431837,-0.5833554502563714,0.8375648717388878,1.1663012360220786,-0.2822862825860718,-0.4467107175317302,-0.3866414071588541,-3.1903934965100733,-0.4118991258106173,-0.6676308798700107,0.23020460749396532,0.7496331432347563,-0.47431716180850453,-1.105330530733591,-1.6205572728957398,-9.134906928408496,-0.3126179829421767,0.07405135076751157,0.133059084619612,0.3797976248669481,-1.136620407053642,-1.5500359034108457,1.2925662213148672,-7.144837003214793,-1.1681656813203278,-1.2908646526445167,0.10646848019700893,0.4654703904359425,-0.09813374641555916,-2.1493437166123703,-0.0031327206752091302,-8.809049017547978E-4,-0.0818485597629022,-0.2321550901257866,0.0,-1.6820744052678593,-0.048925176606282345,0.6743363584347839,-0.9666595725729611,0.10457285083566642
38,11050.797708338747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.024314330614408,0.0,-0.5793656367686104,-0.6130255255282046,1.0503089446218408,0.7150771871913261,-0.39420581012385,-0.8035567042650593,-0.30575519656273,-5.461132917854352,-0.4709675815330484,-0.6937491017547965,0.23028819825836622,0.7045786585510846,-0.5274598773537633,-1.235591579592221,-1.3915192357386246,-8.53018622841002,-0.3181456299421014,-0.5221250733082833,-0.12101059680819623,0.44065057213715964,-1.2181450873403346,-1.1922729009015902,1.580294001481193,-6.381345206671224,-0.8121884652466648,-1.349255891644954,-0.09426975102629799,0.6446418887842635,-0.635018119645636,-1.8505852264166363,-0.00310966193452808,-8.765541723375116E-4,-0.08502603431614661,-0.23167304250372525,0.0,-1.6182225394272247,-0.037084310157712776,0.5672119275062653,-0.9570590015499415,0.17587326929947933
39,11042.034648521196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9336251248748884,0.0,-0.6199578005758283,-0.7859627901998483,1.0023937806101584,0.5485827836753654,-0.4512625461844099,-0.6780306947700476,-0.3272592031222094,-5.68066155497668,-0.48091963893491313,-0.694686447332386,0.2526857808455058,0.7564174039078104,-0.5038448809638789,-1.2009435414480494,-1.2651743132906408,-8.436079159233724,-0.5633254223906166,-0.7206660710120638,-0.06386530698437376,0.5377435785543743,-1.2456364190795237,-1.3149224240784703,1.551314429069241,-6.227397312058022,-0.853399369506422,-1.2976599618337794,0.07280673795635582,0.4536441790397868,-0.6464918504338749,-1.738202487031783,-0.0031061200009330527,-8.765796862560195E-4,-0.08585933842738026,-0.23291986665306036,0.0,-1.6120926562663525,-0.042090623640265175,0.5618564316104471,-0.9647934802843772,0.1830786095545427
40,11035.941349145398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.969109436571068,0.0,-0.6985341823941313,-0.7525527896702713,1.0275832442786828,0.665948588362538,-0.3219386907774905,-0.7375887065104434,-0.26685833151680255,-5.644988831580099,-0.5040854447996107,-0.7169518144874568,0.2371269975944058,0.7065183951705568,-0.5272484756923421,-1.2332579561172126,-1.139730762665002,-8.352371071571277,-0.6110834006945088,-0.8938979056204178,-0.11848257932792414,0.40948478856268744,-1.211828125972991,-1.5289086925912496,1.495064699294637,-6.013665111778507,-0.9494001703598949,-1.1565626329039005,0.15490464526301362,0.3362345977028958,-0.596166217120205,-1.7043789537430496,-0.0031085420200055837,-8.82648450169111E-4,-0.08732985033774547,-0.2315086332177391,0.0,-1.6100229298077806,-0.04153810190353753,0.5239270515481282,-0.9853123348463804,0.22663016953455498
41,11017.942379159473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.874940814132362,0.0,-0.9089147045855414,-0.8737248424322481,0.9594248437342059,0.5497549414611824,-0.28160113439426826,-0.5110657882319388,-0.13844157589856548,-5.015486449016976,-0.5027158857482125,-0.6791458572919177,0.1819736788246173,0.6695767099467205,-0.6014000050272401,-1.1619647799480215,-1.0613585783022075,-8.031688066596068,-0.4640649139961191,-0.5578278348111974,-0.28228353749845414,0.34677198874294135,-1.4192705007038253,-1.970452010158146,1.3800691636909899,-5.123664069767614,-0.47612477705839545,-1.054729316861951,0.17494353911536037,0.5965332992193562,-0.49484082232916016,-1.6720629587162044,-0.0031299704583609223,-9.118470804722821E-4,-0.09152501102488249,-0.23163709324319298,0.0,-1.6060610052374626,-0.04875246810071594,0.3937456551443066,-0.9840057253559724,0.2855418852607434
42,11005.332241789582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.768582673181767,0.0,-1.044781563103996,-0.6264680233757589,1.0157009500029905,-0.03273882874368306,-0.37402557962384736,-0.7284512882270441,-0.06639427125539407,-3.862207241310723,-0.5116596128404863,-0.7420966481244017,0.16105969072359813,0.6134586396429524,-0.6467425057432731,-1.13223088369029,-1.610491186832648,-7.5449364773996175,-0.3102082547775045,-0.3731187306935533,0.08372664771533234,0.6297358775448156,-1.0264408692343174,-1.0325673374086313,1.094630063973022,-3.876217518269619,-0.5219105477490881,-0.5460255119870198,0.42453253700321103,0.6829648872005162,-0.20363328241808792,-1.44125308091636,-0.003220765928016497,-9.432048353597965E-4,-0.08859534780322949,-0.23205643855715732,0.0,-1.5940543302565182,-0.0621366930971604,0.5995840379095814,-1.0022392728442429,0.32896303359079904
43,11001.076073549175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8406872701609753,0.0,-1.0695470194377572,-0.6640550385296142,1.0167550296554608,0.14397571575841767,-0.2701688575777965,-0.4910018138737342,-0.04626533594618652,-3.777676910623756,-0.5158710398792488,-0.7503024053102822,0.14561825630961336,0.6154732882858118,-0.6548228543643015,-1.1062404250652047,-1.6570132829924782,-7.457707906913685,-0.3309130273865221,-0.37960828368136,0.12056881576823889,0.6831249031116994,-1.0367288121395104,-0.7989820079349585,1.174931688360277,-3.700697232336107,-0.5414528447586331,-0.5031384729693258,0.3609096944224952,0.6043678570350034,-0.33941517069865546,-1.344768575985843,-0.003227756471323265,-9.47451386407367E-4,-0.0881903927612147,-0.2317785539443511,0.0,-1.5852980001502535,-0.06300472392557961,0.6227844310069858,-1.0012756185197467,0.3352178159523248
44,10990.172645353574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.865528810640202,0.0,-1.0361858864015514,-0.5809376309235897,0.9724797017043608,0.19804702712961447,-0.22367720041838632,-0.40621583488778057,0.010388254906049853,-3.794715802647502,-0.5146677344786125,-0.7413118681220376,0.09614110205438417,0.6136934795060875,-0.6470755277461999,-1.0702404933651097,-1.630359827727202,-7.179283330945875,-0.40476619984661955,-0.5483077995109938,0.0067657632500258275,0.8879168832168446,-0.7301454620118182,-1.0474448204694067,1.2045818555124694,-3.370135738834403,-0.5141609345968771,-0.7192040677104926,0.18190679958499356,0.558197739741921,-0.37625048257488425,-1.2601645150657796,-0.0032023961567810514,-9.510771310328529E-4,-0.0896044436557304,-0.2304963624475166,0.0,-1.5330700536020752,-0.061797105052074995,0.5574955570188982,-0.9825957995868755,0.28070376424163423
45,10987.765167244512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7509074251404515,0.0,-0.8942608744924354,-0.5245947866447519,0.8194919611016823,0.11932093872198393,-0.40704257394522214,-0.25818467281921026,0.14558236314818943,-3.831485672212175,-0.48265365697961604,-0.7358048281696712,-0.023491496384081004,0.49709530092129656,-0.6995878985669683,-0.981179523923518,-1.0163532000126159,-6.388720003480161,-0.5127384251925152,-1.0496193982662858,-0.26528913801733645,0.3735754010425031,-1.3042270018474489,-1.2315711530559523,0.7940379649766554,-2.6458897824989123,-0.8989265635865181,-0.9732275460177117,0.33173823102788436,0.9818783556079611,-0.4938942984074032,-1.2640312545707895,-0.0031465795698227468,-9.529457211495311E-4,-0.09196538219715494,-0.22433261340191873,0.0,-1.3866989490716286,-0.029990121446863034,0.4647982364141083,-0.9378609494957927,0.10565235012264584
46,10965.53223483523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.759736021624907,0.0,-0.8650539849022755,-0.5939773003155574,0.8702070632684131,0.264878392886059,-0.2910033943480941,-0.3198834449673205,0.04607277378912042,-3.036590596230419,-0.5114758828670019,-0.7587873105174667,0.06475126516397078,0.5895209220482638,-0.6642485429154401,-1.1128294148384203,-1.2508905765015854,-5.419980606745117,-0.5319898133352006,-0.8495134546099907,-0.1516667280702803,0.5523102018942382,-1.1145182475964883,-1.3255068123869107,1.102837947656369,-4.423939099298821,-0.7243977692391772,-0.9676289965302276,0.23147367111535488,0.7639722673773752,-0.5578392748505452,-1.2483848209154071,-0.0031199670794413324,-9.287960562853418E-4,-0.08536883179055717,-0.2244425915276968,0.0,-1.3928468322344847,-0.02073756626111231,0.5414729108622995,-0.9382658302833817,0.17886700308922227
47,10961.96116773776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7596238763119794,0.0,-0.8935039096401974,-0.5869192380738862,0.9221232218656563,0.2336189802138211,-0.30191223030805525,-0.4114314436172967,0.04287269509763373,-3.054928125517267,-0.5269375265010103,-0.7445154687678245,0.10367392176671161,0.6077150832016395,-0.6560600819247143,-1.1435902076589677,-1.2874968570798555,-4.226536744336762,-0.47965784874565504,-0.8341909379262094,-0.027930398141220628,0.6157659827852511,-1.09057015819702,-1.3185718028734437,1.2373558863170206,-2.9817043054688512,-0.6691582570100763,-0.906190400105634,0.19771800572056628,0.6478528465403187,-0.6086047568305839,-1.2787105659303497,-0.0032053110200238443,-9.585609284293333E-4,-0.08946321637703787,-0.22750026566425202,0.0,-1.239873575491618,-0.03190134743991542,0.604073946131352,-0.9142586284568358,0.15480459491355958
48,10961.67960212725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.701421063938073,0.0,-0.8468176468745583,-0.5964177089998042,0.8337350966564748,0.22344231529681718,-0.3098625532432514,-0.33628315944484977,0.07417556490405547,-2.8790953112088835,-0.5174516245570603,-0.7675418768996372,0.05956125288556184,0.5918636034121739,-0.6788857186334424,-1.112944594802941,-1.2704801709567584,-3.7893826442689797,-0.526986078204383,-0.8740351512502994,-0.057587521174398804,0.5700964888455291,-1.0979221590297559,-1.2534647972871595,1.064407769074473,-4.410036118740204,-0.7630329652688808,-0.9923964065261697,0.25246202233261217,0.8301293342470729,-0.5126191906157781,-1.2517954314417692,-0.003184422872817206,-9.535186197034858E-4,-0.0853685988798646,-0.22300129057395282,0.0,-1.1612293939811387,-0.009544349389682426,0.6536825416976741,-0.9122882327382115,0.14465959888897947
49,10959.109526003997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.707144408586323,0.0,-0.8608063340740117,-0.5943023561328329,0.859533102051825,0.22775712655948382,-0.3051693914846746,-0.3714282210519548,0.06590138226941702,-2.979347737737525,-0.5203866045257745,-0.7570410479490617,0.07960855065183979,0.5986196436596184,-0.6700507376170233,-1.1307119752476054,-1.278199649544881,-3.517738525136236,-0.5000423279967371,-0.8519015552796885,-0.016603122226167714,0.5807631620986816,-1.1054980652773685,-1.2792856771887922,1.142885233409634,-3.694769806924238,-0.7298710238198611,-0.9505709254848853,0.22836775038852936,0.7497115189704043,-0.5503375939941711,-1.2751420069175696,-0.0032073048175745443,-9.620353428994226E-4,-0.08719747632799843,-0.22426835837716136,0.0,-1.0724441358891739,-0.015259834638177379,0.6674413550567981,-0.9040303515579373,0.14073586015520384
50,10958.962633835206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6943156106538426,0.0,-0.855720056085907,-0.5882782687868096,0.8476301111020316,0.22706847439371777,-0.30461442846792797,-0.37212057065207316,0.06588006549051244,-2.9651946982853508,-0.5185280968178034,-0.7560215244594813,0.08000995877522091,0.5980418714582116,-0.6718417310164837,-1.130993510559778,-1.2798697620387356,-3.5590831771837204,-0.4964912596038907,-0.8436397339805115,-0.012769518758453061,0.5797504855892968,-1.1052800637815667,-1.274058066713712,1.1410726397103124,-3.3892305032723904,-0.7263885219965827,-0.9455129452228961,0.22739732128723467,0.7488029435583033,-0.5441156581884914,-1.2792187741235856,-0.00321287946469713,-9.642641369361951E-4,-0.08687451024882409,-0.22388697570871016,0.0,-0.9667379523697232,-0.010721780002140925,0.6873628149314288,-0.8966707233506552,0.13329750536852844
51,10958.95414793251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6900981824495758,0.0,-0.8587195554820263,-0.5844454310301226,0.8465358761776862,0.23350624307197643,-0.30405775417919245,-0.3697491010988508,0.07031197768683611,-3.003258444116287,-0.5180246712698013,-0.7529074946175125,0.08133287078246978,0.5974586316745849,-0.670584607773137,-1.127651057776025,-1.2788658556977774,-3.511470558366059,-0.4949486012558164,-0.8523955521482892,-0.005390206575570069,0.5827598595519052,-1.1033200291610836,-1.277904558214367,1.1490291512474833,-3.517127105638899,-0.7387516900446073,-0.9599519713825592,0.2281400864522291,0.7486826229353911,-0.5531863353219437,-1.2946460984238304,-0.0032201373834964933,-9.686125582584989E-4,-0.08747409272345502,-0.2236240424873722,0.0,-0.8598146475953995,-0.010726250768849675,0.6921173226954578,-0.8838519310966391,0.11461088209287561
52,10958.739996375705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6830213259335656,0.0,-0.8464447418748708,-0.5791168684830398,0.8364371472706106,0.22552965635419037,-0.3022567297476034,-0.3727232245155752,0.06773607730049938,-2.981209882637054,-0.5171420830770352,-0.75594619353673,0.08010272239199863,0.5982540992896067,-0.6721753551770813,-1.132941373523867,-1.2776385506929544,-3.5417692344405713,-0.49817421766810854,-0.8424543640144783,-0.007529612770945264,0.5784062531775073,-1.1091644298423962,-1.2782505676855154,1.136365364914125,-3.3152487618925437,-0.7250709517562762,-0.9448139402118341,0.2244348541761674,0.7497332630423555,-0.546288958716119,-1.2807008998533222,-0.0032257588974939078,-9.691083067116761E-4,-0.08633170317678868,-0.2232022534010358,0.0,-0.7512531680168073,-0.002194489677173792,0.7192514637110373,-0.8741481536302401,0.10435797791871995
53,10957.781463647587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.668332952743203,0.0,-0.8436138318803312,-0.5778304473085628,0.829338549914193,0.2265494882081639,-0.30586699327095385,-0.3709211238271765,0.07359790883346945,-2.983893136603288,-0.5182021931208225,-0.7571635725322452,0.08141139191175853,0.5969583070111975,-0.6722394019148809,-1.1348967924246114,-1.2873236088745557,-3.6204460027283396,-0.4933280606488387,-0.8306426014169666,0.017728598286734537,0.5754525730255285,-1.115077280240956,-1.2786375154717573,1.1318542273921608,-3.28577880102076,-0.7319109160911038,-0.946019385319197,0.23396076334792637,0.7580866130935828,-0.5409459484408432,-1.2843677397211397,-0.003240399868093134,-9.753929736490153E-4,-0.0859639789366034,-0.22200760223712845,0.0,-0.42545491311885364,0.006642965366091939,0.7583197113914599,-0.8476891820350184,0.07683773266252325
54,10957.463991466086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.6679947334171206,0.0,-0.8425347764237412,-0.5711989433685584,0.8276273475855325,0.22837217189561154,-0.30143585348942425,-0.37194371721505115,0.07634689207352348,-3.0137819548357485,-0.5186705156677293,-0.7568203977226537,0.08188455666904047,0.5976692582514646,-0.6733187884221089,-1.1371283699815244,-1.286676813756655,-3.598010640578283,-0.49341926860773816,-0.8363824724896601,0.0199043270617439,0.5768081301889025,-1.120621153166065,-1.2825842973536963,1.1371109689166974,-3.3349678858445517,-0.7322082503688748,-0.9474499019920967,0.23255445136173797,0.7532306976421156,-0.5455102237955528,-1.2883715840636956,-0.0032456330605330724,-9.778732121068162E-4,-0.08562938869423765,-0.22137606132223228,0.0,-0.21884974397694806,0.012851693609781226,0.7762145078085646,-0.8339892129863615,0.0618198422222002
